station_name,station_latitude,station_longitude,free_bikes,number_of_bikes,poi_name,poi_categories,poi_address,poi_distance,poi_latitude,poi_longitude,poi_ratings,poi_review_count
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,Saigon Asian Restaurant,Vietnamese,"1024 King Street W,Hamilton, ON L8S 1L5,Canada",1036.6244543564326,43.2621392,-79.9060133,2.5,38
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,La Piazza,Salad,"1280 Main Street W,Hamilton, ON L8S 4L8,Canada",294.6053204153941,43.2580348,-79.9194055,3.5,4
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,OneZo Tapioca,Bubble Tea,"1045 King St W,Unit 1,Hamilton, ON L8S 1L6,Canada",1020.364800375472,43.2613445636246,-79.9069115146995,4.0,9
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,The Express Italian Eatery,Italian,"1034 King Street West,Hamilton, ON L8S 1L8,Canada",1032.2931038020129,43.2617268,-79.9065688,3.5,17
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,Williams Fresh Cafe,Breakfast & Brunch,"1309 Main Street W,Unit A-2,Hamilton, ON L8S 1C5,Canada",821.2221809606493,43.25738,-79.9180499,2.5,19
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,Rawlicious,Vegan,"1044 King Street W,Hamilton, ON L8S 1L5,Canada",1022.8874006394312,43.2617583850366,-79.9066768173607,4.0,5
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,The Alley,Bubble Tea,"1050 King Street W,Unit 5,Hamilton, ON L8S 1L5,Canada",996.3904771072184,43.26164,-79.90714,5.0,4
McMaster Stadium,43.26462232214244,-79.91868138313293,2,12,Teriyaki Experience,Japanese,"1280 Main Street W,Hamilton, ON L8S 4L8,Canada",174.0959853362082,43.2633676390028,-79.9173952639103,3.0,2
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Purple Pear,Seafood,"946 Barton Street E,Hamilton, ON L8E 5H3,Canada",92.33285428363682,43.2530719,-79.8232905,4.5,19
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Hambrgr Ottawa Street,Burgers,"207 Ottawa Street N,Hamilton, ON L8H 3Z4,Canada",622.348141921348,43.24838,-79.81775,4.0,67
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Cannon Coffee,Coffee & Tea,"180 Ottawa Street N,Hamilton, ON L8H 3Z3,Canada",717.485259556158,43.2474063,-79.8175491,4.5,124
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,MERK,Tapas Bars,"189 Ottawa St N,Hamilton, ON L8H 3Z4,Canada",666.5228529096573,43.24788,-79.81788,4.5,14
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Shorty's Pizza,Pizza,"1099 Cannon Street E,Hamilton, ON L8L 2J6,Canada",488.293127496556,43.2485677,-79.8215868,4.0,19
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Mancala Monk Board Game Cafe,Cafes,"1229 Cannon Street E,Hamilton, ON L8H 1T8,Canada",754.2551240550703,43.2475,-79.81656,5.0,7
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,The Indian Connection Pizza,Indian,"1022 Barton Street E,Hamilton, ON L8L 3E4,Canada",286.06767124624474,43.2518983,-79.81892479999999,5.0,1
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Willard’s Ice Cream,Desserts,"942 Main St E,Hamilton, ON L8M 1M8,Canada",1141.57702830745,43.24521,-79.83155,4.5,6
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Hammerhead's On Ottawa,Fish & Chips,"80 Ottawa Street N,Hamilton, ON L8H 3Z1,Canada",954.5785215039746,43.24474,-79.81852,4.5,19
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Tim Hortons,Coffee & Tea,"65 Ottawa Street N,Hamilton, ON L8J 3Y9,Canada",956.475843311126,43.24459059459487,-79.81917363757978,4.0,12
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Mike's Subs,Sandwiches,"122 Ottawa Street N,Hamilton, ON L8H 3Z1,Canada",848.3094887424952,43.24584,-79.81808,4.0,9
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Hamilton Indoor Go Karts,Amusement Parks,"193 Cavell Avenue,Hamilton, ON L8L 8C9,Canada",215.4959227495963,43.25428,-79.824,3.5,2
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Boardwalk Cheesesteaks,Cheesesteaks,"131 Ottawa Street North,Hamilton, ON L8L 1Y5,Canada",795.6704332357913,43.246309,-79.818385,4.5,4
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Gage Park Diner,Diners,"975 Main Street E,Hamilton, ON L8M 1N2,Canada",1045.503108078101,43.24506,-79.82929,4.0,7
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,The Hearty Hooligan,Cafes,"292 Ottawa Street N,Hamilton, ON L8H 3Z9,Canada",549.2265834038889,43.2502413562309,-79.8164660856128,4.5,7
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Cafe Limoncello,Italian,"226 Ottawa St N,Hamilton, ON L8H 3Z6,Canada",628.3780011156437,43.248745,-79.816929,2.5,30
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Karlik Pastry,Bakeries,"762 Barton Street E,Hamilton, ON L8L 3B1,Canada",848.3965030441099,43.25524,-79.83214,4.5,4
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Festival Café,Southern,"1013 King St E,Hamilton, ON L8M 1C9,Canada",923.0777066275868,43.25064,-79.83303,4.5,5
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Bernie’s Tavern,Modern European,"1101-1103 Cannon St E,Hamilton, ON L8L 2J5,Canada",486.73005738849554,43.24857,-79.8213948,3.5,3
Barton and Belview - ERI05,43.25291050099637,-79.82217215001583,3,9,Boston Pizza,Italian,"1219 Barton St E,Hamilton, ON L8H 2V4,Canada",990.5340372695508,43.250709,-79.810321,3.5,8
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Hambrgr Ottawa Street,Burgers,"207 Ottawa Street N,Hamilton, ON L8H 3Z4,Canada",371.7923062467192,43.24838,-79.81775,4.0,67
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Caro Restaurant and Bar,Italian,"4 Ottawa Street N,Hamilton, ON L8H 3Y7,Canada",1009.9625293915338,43.242741,-79.819429,4.5,43
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,MERK,Tapas Bars,"189 Ottawa St N,Hamilton, ON L8H 3Z4,Canada",426.7431149261549,43.24788,-79.81788,4.5,14
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Cannon Coffee,Coffee & Tea,"180 Ottawa Street N,Hamilton, ON L8H 3Z3,Canada",469.36403855830287,43.2474063,-79.8175491,4.5,124
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Purple Pear,Seafood,"946 Barton Street E,Hamilton, ON L8E 5H3,Canada",614.8261163976928,43.2530719,-79.8232905,4.5,19
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Mancala Monk Board Game Cafe,Cafes,"1229 Cannon Street E,Hamilton, ON L8H 1T8,Canada",451.75341432127067,43.2475,-79.81656,5.0,7
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,The Hearty Hooligan,Cafes,"292 Ottawa Street N,Hamilton, ON L8H 3Z9,Canada",142.1558589078234,43.2502413562309,-79.8164660856128,4.5,7
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Shorty's Pizza,Pizza,"1099 Cannon Street E,Hamilton, ON L8L 2J6,Canada",560.3402593185373,43.2485677,-79.8215868,4.0,19
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Cafe Limoncello,Italian,"226 Ottawa St N,Hamilton, ON L8H 3Z6,Canada",312.66817633052324,43.248745,-79.816929,2.5,30
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Papa Johns Pizza,Pizza,"1096 Barton Street E,Hamilton, ON L8H 2V1,Canada",81.95510897674129,43.25104,-79.81561,1.5,4
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,The Indian Connection Pizza,Indian,"1022 Barton Street E,Hamilton, ON L8L 3E4,Canada",239.7593123123661,43.2518983,-79.81892479999999,5.0,1
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Food Box,Burgers,"180 Kenilworth Avenue N,Hamilton, ON L8H 4S1,Canada",955.578864583516,43.2456701661846,-79.80732511729,4.0,10
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Hammerhead's On Ottawa,Fish & Chips,"80 Ottawa Street N,Hamilton, ON L8H 3Z1,Canada",775.8495112198842,43.24474,-79.81852,4.5,19
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Tim Hortons,Coffee & Tea,"65 Ottawa Street N,Hamilton, ON L8J 3Y9,Canada",807.2900438263154,43.24459059459487,-79.81917363757978,4.0,12
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Boston Pizza,Italian,"1219 Barton St E,Hamilton, ON L8H 2V4,Canada",469.5080759747024,43.250709,-79.810321,3.5,8
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Mike's Subs,Sandwiches,"122 Ottawa Street N,Hamilton, ON L8H 3Z1,Canada",646.8342375591484,43.24584,-79.81808,4.0,9
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,The Parlour Dairy Bar,Ice Cream & Frozen Yogurt,"224 Ottawa St N,Hamilton, ON L8H 3Z6,Canada",320.9707259014745,43.24866,-79.81698,5.0,1
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Boardwalk Cheesesteaks,Cheesesteaks,"131 Ottawa Street North,Hamilton, ON L8L 1Y5,Canada",607.1142566294499,43.246309,-79.818385,4.5,4
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Sunset Grill,Breakfast & Brunch,"1299 Barton St E,Hamilton, ON L8H 2W1,Canada",717.1756553494748,43.2498630823942,-79.8074481636286,3.5,13
Barton at Ottawa - ERI06,43.25147804372769,-79.81602117419243,9,9,Mr Beast Burger,Burgers,"224 Ottawa Street N,Hamilton, ON L8H 3Z6,Canada",320.9707259014745,43.248686,-79.817039,4.0,1
King at Mary,43.25519606248058,-79.86437804996967,4,7,Ajio Sushi,Japanese,"161 King Street E,Hamilton, ON L8R 1J6,Canada",9.223553491284042,43.21798,-79.74587,4.0,41
King at Mary,43.25519606248058,-79.86437804996967,4,7,Hambrgr,Burgers,"49 King William Street,Hamilton, ON L8R 1A2,Canada",306.0271415999623,43.25721,-79.8669,4.5,202
King at Mary,43.25519606248058,-79.86437804996967,4,7,The Mule,Mexican,"41 King William Street,Hamilton, ON L8R 1A2,Canada",324.60504693666303,43.25726,-79.86713,4.0,177
King at Mary,43.25519606248058,-79.86437804996967,4,7,Berkeley North,Bars,"31 King William Street,Hamilton, ON L8R 1A1,Canada",365.1190832875053,43.2574045478956,-79.8677145254958,4.5,43
King at Mary,43.25519606248058,-79.86437804996967,4,7,Shakespeare's Steak and Seafood,Seafood,"181 Main Street E,Hamilton, ON L8N 1H2,Canada",230.22282737746835,43.25372,-79.86234,4.0,21
King at Mary,43.25519606248058,-79.86437804996967,4,7,The Ship,Seafood,"23 Augusta Street,Hamilton, ON L8N 1P6,Canada",567.3166608934393,43.25215,-79.87,4.0,208
King at Mary,43.25519606248058,-79.86437804996967,4,7,Redchurch Cafe + Gallery,Cafes,"68 King Street E,Hamilton, ON L8N 1A6,Canada",239.84794601504916,43.25551,-79.86725,4.5,23
King at Mary,43.25519606248058,-79.86437804996967,4,7,The French,Bistros,"37 King William Street,Hamilton, ON L8R 1A1,Canada",349.0953778937174,43.25741,-79.86748,4.0,98
King at Mary,43.25519606248058,-79.86437804996967,4,7,Sapporo Japanese Restaurant,Japanese,"96 Main St E,Hamilton, ON L8N 1G3,Canada",194.01814118012305,43.25429,-79.866,3.5,91
King at Mary,43.25519606248058,-79.86437804996967,4,7,Sagarmatha Curry Palace  Authentic Indian & Nepalese Cuisine,Indian,"43 King William Street,Hamilton, ON L8R 1A2,Canada",315.9285216817517,43.25725,-79.86708,4.0,40
King at Mary,43.25519606248058,-79.86437804996967,4,7,Black Forest Inn European Cuisine,German,"255 King Street E,Hamilton, ON L8N 1B9,Canada",244.41159724668728,43.2543558198212,-79.8615892650853,3.5,54
King at Mary,43.25519606248058,-79.86437804996967,4,7,Homemade Noodles,Noodles,"135 King Street E,Hamilton, ON L8N 1B2,Canada",53.53313466521048,43.2554837113039,-79.8649081215262,4.5,6
King at Mary,43.25519606248058,-79.86437804996967,4,7,Burrito Boyz,Mexican,"66 King Street E,Hamilton, ON L8N 1A6,Canada",213.9175222182716,43.2557373046875,-79.8669128417969,4.0,44
King at Mary,43.25519606248058,-79.86437804996967,4,7,August 8,Japanese,"1 Wilson Street,Suite 12,Hamilton, ON L8R,Canada",522.9599248897058,43.25943,-79.86708,4.0,122
King at Mary,43.25519606248058,-79.86437804996967,4,7,Szechuan Noodle Bowl,Chinese,"117 King St E,Hamilton, ON L8N 1A9,Canada",111.300106884849,43.2558,-79.86579,4.0,10
King at Mary,43.25519606248058,-79.86437804996967,4,7,Diplomat,Venues & Event Spaces,"43 King William Street,Hamilton, ON L8R 1A2,Canada",315.92374730791136,43.2572440040624,-79.8670820519328,4.0,22
King at Mary,43.25519606248058,-79.86437804996967,4,7,Lulu's Shawarma,Salad,"32 John Street N,Hamilton, ON L8R 1H3,Canada",222.1570069518897,43.25692,-79.86584,4.0,36
King at Mary,43.25519606248058,-79.86437804996967,4,7,Charred Chicken,Barbeque,"244 James Street N,Hamilton, ON L8R 2L2,Canada",854.0353841028215,43.2627364,-79.8663839,4.0,118
King at Mary,43.25519606248058,-79.86437804996967,4,7,The Works,Burgers,"2 King Street W,Unit 230,Hamilton, ON L8P 1A2,Canada",610.6759058762833,43.2574961574363,-79.8712256690338,4.0,37
King at Mary,43.25519606248058,-79.86437804996967,4,7,Tatemono Sushi Bar & Restaurant,Japanese,"135 King Street E,Hamilton, ON L8N 1B2,Canada",43.929268626902605,43.2554253316168,-79.8648198055308,3.0,18
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Caribbean & Canadian Restaurant,Caribbean,"568 Concession Street,Hamilton, ON L8V 1B1,Canada",946.7689466586834,43.24079473731837,-79.8516661,4.5,21
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Willard’s Ice Cream,Desserts,"942 Main St E,Hamilton, ON L8M 1M8,Canada",757.1149139742356,43.24521,-79.83155,4.5,6
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Culantro Peruvian Cookery,Peruvian,"537 Main Street E,Hamilton, ON L8M 1H9,Canada",1010.04172029421,43.2501405,-79.8487616,3.5,23
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Vintage Coffee Roasters,Coffee Roasteries,"977 King Street E,Hamilton, ON L8M 1C3,Canada",982.0769938125768,43.2513629586151,-79.8354656859877,5.0,9
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Gage Park Diner,Diners,"975 Main Street E,Hamilton, ON L8M 1N2,Canada",928.9323775825976,43.24506,-79.82929,4.0,7
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Festival Café,Southern,"1013 King St E,Hamilton, ON L8M 1C9,Canada",1004.1170979700704,43.25064,-79.83303,4.5,5
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Big Top Family Restaurant,Diners,"754 Main Street East,Hamilton, ON L8R 2J9,Canada",483.1257192986864,43.24745,-79.83983,3.0,19
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Speedy Subs,Hot Dogs,"562 Concession Street,Hamilton, ON L8V 1A9,Canada",969.3588347705332,43.2409503,-79.8520207,5.0,6
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Saha,Middle Eastern,"28 Eastbourne Avenue,Hamilton, ON L8M 2M7,Canada",496.8665851757373,43.2475,-79.84265,5.0,1
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Lady Glaze Doughnuts,Donuts,"586 Concession Street,Hamilton, ON L8V 1B1,Canada",910.0917120137808,43.24058,-79.85113,5.0,1
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Mimi’s Asian Gourmet,Pan Asian,"971 King Street E,Hamilton, ON L8M 1C3,Canada",980.625463356663,43.2514005,-79.8356242,4.0,1
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Golden Tenders,Fast Food,"1150 King Street E,Hamilton, ON L8M 1E8,Canada",1055.0497200029045,43.247855,-79.829075,5.0,1
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Jerusalem Pita,Middle Eastern,"760 Concession Street,Hamilton, ON L8V 1C7,Canada",569.0369501487809,43.238708205069,-79.8435217604284,3.5,3
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Bruno's Pizza & Wings,Pizza,"718 Main Street E,Hamilton, ON L8M 1K9,Canada",491.0613676143334,43.24774233996836,-79.84079221220793,3.0,5
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Heal,Juice Bars & Smoothies,"584 Concession Street,Hamilton, ON L8V 1B1,Canada",913.2749488826416,43.240643462464,-79.8511624932541,4.5,2
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Cadillac Jax Bar & Grill,Bars,"532 Main Street E,Hamilton, ON L8M 1J1,Canada",1014.8107110465992,43.24988,-79.84917,5.0,2
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Stoneroads Bar & Grill,American (Traditional),"533 Concession Street,Hamilton, ON L8V 1A8,Canada",1002.992996252368,43.2411372606729,-79.8525190517471,1.5,7
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Pita Pit,Sandwiches,"798 Concession Street,Hamilton, ON L8V 3T1,Canada",580.2272116422389,43.23816,-79.84224,1.0,1
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,Hi-Line Centre Pizza & Wings,Pizza,"1150 King Street E,Hamilton, ON L8M 1E8,Canada",1055.0497200029045,43.24771,-79.82858,2.5,11
Cumberland at Blake ,43.24333095563425,-79.84050840139389,3,6,The Dirty South,Food Trucks,"590 Concession Street,Hamilton, ON L8V 2W5,Canada",890.8147217486228,43.2404,-79.85076,5.0,1
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Caribbean & Canadian Restaurant,Caribbean,"568 Concession Street,Hamilton, ON L8V 1B1,Canada",1130.464867524527,43.24079473731837,-79.8516661,4.5,21
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Culantro Peruvian Cookery,Peruvian,"537 Main Street E,Hamilton, ON L8M 1H9,Canada",589.6550342393163,43.2501405,-79.8487616,3.5,23
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Saha,Middle Eastern,"28 Eastbourne Avenue,Hamilton, ON L8M 2M7,Canada",82.40893365176191,43.2475,-79.84265,5.0,1
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Vintage Coffee Roasters,Coffee Roasteries,"977 King Street E,Hamilton, ON L8M 1C3,Canada",640.3163561057513,43.2513629586151,-79.8354656859877,5.0,9
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Bruno's Pizza & Wings,Pizza,"718 Main Street E,Hamilton, ON L8M 1K9,Canada",108.77137717794945,43.24774233996836,-79.84079221220793,3.0,5
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Willard’s Ice Cream,Desserts,"942 Main St E,Hamilton, ON L8M 1M8,Canada",908.5216945368952,43.24521,-79.83155,4.5,6
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Big Top Family Restaurant,Diners,"754 Main Street East,Hamilton, ON L8R 2J9,Canada",195.4639977008572,43.24745,-79.83983,3.0,19
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,The Capitol Bar,Bars,"973 King Street E,Hamilton, ON L8M 1C3,Canada",711.1841653123884,43.2524498575984,-79.8355290090636,4.5,5
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Festival Café,Southern,"1013 King St E,Hamilton, ON L8M 1C9,Canada",770.6633833948017,43.25064,-79.83303,4.5,5
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Fishing Sushi,Japanese,"542 Concession Street,Hamilton, ON L8V 1A9,Canada",1181.802402115367,43.24097,-79.85299,5.0,3
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Karlik Pastry,Bakeries,"762 Barton Street E,Hamilton, ON L8L 3B1,Canada",1123.574440756689,43.25524,-79.83214,4.5,4
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Speedy Subs,Hot Dogs,"562 Concession Street,Hamilton, ON L8V 1A9,Canada",1138.2890515698218,43.2409503,-79.8520207,5.0,6
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Mikey's Cream Pies,Bakeries,"775 Barton Street East,Hamilton, ON L8L 3A9,Canada",1171.983760731738,43.25544665758387,-79.83158758966971,5.0,4
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Mimi’s Asian Gourmet,Pan Asian,"971 King Street E,Hamilton, ON L8M 1C3,Canada",632.1004602675685,43.2514005,-79.8356242,4.0,1
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Lady Glaze Doughnuts,Donuts,"586 Concession Street,Hamilton, ON L8V 1B1,Canada",1114.4837805202485,43.24058,-79.85113,5.0,1
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Cadillac Jax Bar & Grill,Bars,"532 Main Street E,Hamilton, ON L8M 1J1,Canada",609.2199076385604,43.24988,-79.84917,5.0,2
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Burger Bus Hamilton,Burgers,"126 Sanford Avenue N,Hamilton, ON L8L 5Z3,Canada",822.9633763902784,43.2555265,-79.8445116,5.0,1
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Giuseppe's Italian Cuisine & Pizza,Italian,"762 King Street E,Hamilton, ON L8M 1A6,Canada",415.7103462465035,43.2513402662521,-79.8446745425463,4.0,5
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Queen's Pizza & Wings,Pizza,"838 King Street E,Hamilton, ON L8M 1B4,Canada",335.5907641969088,43.25113,-79.84123,1.0,6
Main at Eastbourne,43.24814116192469,-79.84201848506926,6,12,Heal,Juice Bars & Smoothies,"584 Concession Street,Hamilton, ON L8V 1B1,Canada",1115.1809377788077,43.240643462464,-79.8511624932541,4.5,2
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Redchurch Cafe + Gallery,Cafes,"68 King Street E,Hamilton, ON L8N 1A6,Canada",1293.059207794484,43.25551,-79.86725,4.5,23
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Ajio Sushi,Japanese,"161 King Street E,Hamilton, ON L8R 1J6,Canada",1093.9912218793206,43.21798,-79.74587,4.0,41
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,The Famous Owl Of Minerva,Korean,"309 Main Street E,Hamilton, ON L8N 1H8,Canada",533.2921298367448,43.25249,-79.85759,4.0,24
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Shakespeare's Steak and Seafood,Seafood,"181 Main Street E,Hamilton, ON L8N 1H2,Canada",865.8575768767346,43.25372,-79.86234,4.0,21
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Sapporo Japanese Restaurant,Japanese,"96 Main St E,Hamilton, ON L8N 1G3,Canada",1124.0236590370032,43.25429,-79.866,3.5,91
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Black Forest Inn European Cuisine,German,"255 King Street E,Hamilton, ON L8N 1B9,Canada",878.2930403885865,43.2543558198212,-79.8615892650853,3.5,54
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Caribbean & Canadian Restaurant,Caribbean,"568 Concession Street,Hamilton, ON L8V 1B1,Canada",851.0174436089603,43.24079473731837,-79.8516661,4.5,21
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Burrito Boyz,Mexican,"66 King Street E,Hamilton, ON L8N 1A6,Canada",1284.6558033849285,43.2557373046875,-79.8669128417969,4.0,44
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Lulu's Shawarma,Salad,"32 John Street N,Hamilton, ON L8R 1H3,Canada",1315.3380414863816,43.25692,-79.86584,4.0,36
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Homemade Noodles,Noodles,"135 King Street E,Hamilton, ON L8N 1B2,Canada",1148.239141371302,43.2554837113039,-79.8649081215262,4.5,6
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Denninger's Foods of the World,Delis,"284 King Street E,Hamilton, ON L8N 1B7,Canada",793.1226987946883,43.25381,-79.8609,4.0,22
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Culantro Peruvian Cookery,Peruvian,"537 Main Street E,Hamilton, ON L8M 1H9,Canada",564.4230211226526,43.2501405,-79.8487616,3.5,23
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Cafe Oranje,Cafes,"312 King Street E,Hamilton, ON L8N 1C2,Canada",752.3241274696585,43.2537566,-79.8600414,4.0,23
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Szechuan Noodle Bowl,Chinese,"117 King St E,Hamilton, ON L8N 1A9,Canada",1205.8249427579556,43.2558,-79.86579,4.0,10
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Plaza Pizza & Wings,Pizza,"90 Wellington Street N,Hamilton, ON L8R 1N1,Canada",949.5956546527976,43.25597,-79.8578262,4.5,13
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,Cowabunga,Pizza,"536 Upper Wellington Street,Hamilton, ON L9A 3P5,Canada",1320.7231813378055,43.239642,-79.866656,4.5,8
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,My-Thai Restaurant,Thai,"21 John St N,Hamilton, ON L8R 1H1,Canada",1326.2378339237105,43.2566,-79.8665,3.5,18
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,CoCo Fresh Tea & Juice,Bubble Tea,"96 Main Street E,Hamilton, ON L8N 1G3,Canada",1124.0236590370032,43.25429,-79.866,3.5,21
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,John Street Diner,Breakfast & Brunch,"29 John Street N,Hamilton, ON L8R,Canada",1327.7125365506704,43.256759067898,-79.866281747818,4.0,30
Stinson at Blythe,43.2480282225403,-79.8550984051804,4,11,193 Bench Kitchen,Sandwiches,"193 King Street E,Hamilton, ON L8N 1B3,Canada",1029.3110212771292,43.2550527260604,-79.8633755743504,5.0,6
Wentworth Stairs,43.24487936776345,-79.85186353325844,7,14,Caribbean & Canadian Restaurant,Caribbean,"568 Concession Street,Hamilton, ON L8V 1B1,Canada",454.4711380077168,43.24079473731837,-79.8516661,4.5,21
Wentworth Stairs,43.24487936776345,-79.85186353325844,7,14,Shakespeare's Steak and Seafood,Seafood,"181 Main Street E,Hamilton, ON L8N 1H2,Canada",1301.821379435314,43.25372,-79.86234,4.0,21
Wentworth Stairs,43.24487936776345,-79.85186353325844,7,14,The Famous Owl Of Minerva,Korean,"309 Main Street E,Hamilton, ON L8N 1H8,Canada",962.9517103651956,43.25249,-79.85759,4.0,24
