station_name,station_latitude,station_longitude,free_bikes,number_of_bikes,poi_name,poi_categories,poi_address,poi_distance,poi_latitude,poi_longitude,poi_ratings,poi_review_count
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Pita Pit,Sandwiches,"1056 King Street West,Hamilton, ON L8S 1L7,Canada",902.3026461669637,43.2614265,-79.9075946,5.0,6
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Democracy,Coffee & Tea,"202 Locke Street S,Hamilton, ON L8P 4B4,Canada",1180.100527946042,43.2547913,-79.8862228,4.0,38
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Shehnai Restaurant Authentic Indian Cuisine,Indian,"447 Main Street W,Hamilton, ON L8P 1K5,Canada",755.7445428990914,43.2593,-79.88792,3.0,32
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Second Cup,Coffee & Tea,"1004 King Street W,Hamilton, ON L8S 1L1,Canada",699.7409111347404,43.2624094,-79.9049837,4.0,11
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Burrito Bandidos,Mexican,"1028 King Street W,Hamilton, ON L8S 1L5,Canada",804.6329879624175,43.2617468,-79.9064182,4.0,15
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Masala Corner,Indian,"807 Main Street W,Hamilton, ON L8S 1A2,Canada",408.1110013578249,43.25925,-79.89987,4.5,2
Macklin at King,43.2621672804245,-79.8964982026467,3,12,OneZo Tapioca,Bubble Tea,"1045 King St W,Unit 1,Hamilton, ON L8S 1L6,Canada",848.1703973665025,43.2613445636246,-79.9069115146995,4.0,9
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Saigon Asian Restaurant,Vietnamese,"1024 King Street W,Hamilton, ON L8S 1L5,Canada",803.7022181648978,43.2621392,-79.9060133,2.5,38
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Lava Pizza & Wings,Chicken Wings,"876 King St W,Hamilton, ON L8S 1S4,Canada",349.9390749271163,43.2630097,-79.9006621,2.5,33
Macklin at King,43.2621672804245,-79.8964982026467,3,12,Bitten On Locke,Bakeries,"219 Locke Street S,Hamilton, ON L8P 4B4,Canada",1231.281811475416,43.2542199,-79.88581,4.0,15
Macklin at King,43.2621672804245,-79.8964982026467,3,12,The Express Italian Eatery,Italian,"1034 King Street West,Hamilton, ON L8S 1L8,Canada",816.9379996755342,43.2617268,-79.9065688,3.5,17
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Aberdeen Tavern,Comfort Food,"432 Aberdeen Avenue,Hamilton, ON L8P 2S2,Canada",63.08010928634179,43.2512808,-79.8933956,4.0,75
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Earth To Table : Bread Bar,Pizza,"258 Locke Street S,Hamilton, ON L8P 4B9,Canada",486.7896117821243,43.25284,-79.88702,4.0,293
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Cake & Loaf Bakery,Bakeries,"321 Dundurn Street S,Hamilton, ON L8P 2M5,Canada",64.84205706991203,43.2519312,-79.8921731,4.0,24
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,The Burnt Tongue,Burgers,"182 Locke Street S,Hamilton, ON L8P 4B3,Canada",725.5101735745902,43.2555538,-79.8858002,4.5,40
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,The West Town Bar & Grill,Breakfast & Brunch,"214 Locke Street S,Hamilton, ON L8P 4B4,Canada",622.0364826421159,43.25456,-79.88633,3.5,49
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Dundurn Market,Coffee & Tea,"346 Dundurn Street South,Hamilton, ON L8P 4L6,Canada",32.62977847244341,43.251249,-79.892938,3.0,11
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Amo Gelato Cafe,Desserts,"171 Locke Street S,Hamilton, ON L8P 4B2,Canada",758.1512062687773,43.25565,-79.8853,4.5,12
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Democracy,Coffee & Tea,"202 Locke Street S,Hamilton, ON L8P 4B4,Canada",642.0052818088441,43.2547913,-79.8862228,4.0,38
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Peruviano,Italian,"254 Locke Street S,Hamilton, ON L8P 4B9,Canada",497.02680495914296,43.25299,-79.88692,4.5,4
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Tomah,Syrian,"132 Queen Street S,Hamilton, ON L8P 3S2,Canada",1071.4156361115645,43.25546,-79.88064,5.0,7
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Shehnai Restaurant Authentic Indian Cuisine,Indian,"447 Main Street W,Hamilton, ON L8P 1K5,Canada",944.1741730590554,43.2593,-79.88792,3.0,32
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Bitten On Locke,Bakeries,"219 Locke Street S,Hamilton, ON L8P 4B4,Canada",634.8816733811958,43.2542199,-79.88581,4.0,15
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,My Dog's Cafe & Bar,Coffee & Tea,"229 Locke Street S,Hamilton, ON L8P,Canada",594.3333052036344,43.25383,-79.88605,4.5,6
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Queen's Pizza & Wings,Pizza,"178 Queen Street S,Hamilton, ON L8P 3S7,Canada",956.8881935701788,43.25379,-79.88139,2.5,58
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Mysweetooth Bakery Cafe,Bakeries,"301 Main Street W,Hamilton, ON L8P 1J7,Canada",1126.029318613089,43.25802,-79.88216,4.5,5
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,CIMA Enoteca,Italian,"190 Locke Street S,Hamilton, ON L8P 4B4,Canada",673.1308286026385,43.25512,-79.88608,3.5,17
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Masala Corner,Indian,"807 Main Street W,Hamilton, ON L8S 1A2,Canada",1040.7564608847126,43.25925,-79.89987,4.5,2
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,McDonald's,Fast Food,"50 Dundurn Street South,Hamilton, ON L8P 4W3,Canada",1002.1460295467097,43.2602624793537,-79.8900094844083,3.0,15
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Starbucks,Coffee & Tea,"158 Locke Street S,Hamilton, ON L8P 4A9,Canada",782.957291572535,43.2561607,-79.8857117,3.5,12
Dundurn at Aberdeen,43.251458458949,-79.89265590906143,7,23,Glow Juicery,Juice Bars & Smoothies,"35 Pine Street,Hamilton, ON L8P 2A2,Canada",712.5488301836411,43.25521,-79.88558,4.5,3
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Aberdeen Tavern,Comfort Food,"432 Aberdeen Avenue,Hamilton, ON L8P 2S2,Canada",540.9458385154604,43.2512808,-79.8933956,4.0,75
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Earth To Table : Bread Bar,Pizza,"258 Locke Street S,Hamilton, ON L8P 4B9,Canada",948.5498478524275,43.25284,-79.88702,4.0,293
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,The West Town Bar & Grill,Breakfast & Brunch,"214 Locke Street S,Hamilton, ON L8P 4B4,Canada",1127.4814315506198,43.25456,-79.88633,3.5,49
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Cake & Loaf Bakery,Bakeries,"321 Dundurn Street S,Hamilton, ON L8P 2M5,Canada",638.2999809287372,43.2519312,-79.8921731,4.0,24
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Democracy,Coffee & Tea,"202 Locke Street S,Hamilton, ON L8P 4B4,Canada",1150.4486965094957,43.2547913,-79.8862228,4.0,38
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Bitten On Locke,Bakeries,"219 Locke Street S,Hamilton, ON L8P 4B4,Canada",1125.8905539843097,43.2542199,-79.88581,4.0,15
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Peruviano,Italian,"254 Locke Street S,Hamilton, ON L8P 4B9,Canada",963.7360687795008,43.25299,-79.88692,4.5,4
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,My Dog's Cafe & Bar,Coffee & Tea,"229 Locke Street S,Hamilton, ON L8P,Canada",1076.8938565832775,43.25383,-79.88605,4.5,6
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,CIMA Enoteca,Italian,"190 Locke Street S,Hamilton, ON L8P 4B4,Canada",1188.582441876068,43.25512,-79.88608,3.5,17
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Dundurn Market,Coffee & Tea,"346 Dundurn Street South,Hamilton, ON L8P 4L6,Canada",545.5842377642414,43.251249,-79.892938,3.0,11
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Glow Juicery,Juice Bars & Smoothies,"35 Pine Street,Hamilton, ON L8P 2A2,Canada",1224.7659778365366,43.25521,-79.88558,4.5,3
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Ye Old Squire,Pubs,"225 Locke Street S,Hamilton, ON L8P 4B6,Canada",1110.1164315855272,43.25415635113879,-79.88594719466658,2.5,3
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Delirious Burger,Burgers,"197 Locke Street,Hamilton, ON L8P 4B5,Canada",1198.0927257057294,43.25497,-79.88563,5.0,2
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,The Cellar,Canadian (New),"Mohawk College,Lower Level G-wing,Hamilton, ON L9C 1E9,Canada",1107.0709818108485,43.2385171943816,-79.8866507783532,2.5,3
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Pizzaiolo,Pizza,"205 Locke Street S,Hamilton, ON L8P 4B5,Canada",1174.2362431710817,43.25481220930722,-79.88579884110374,2.5,2
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Zarky's Fine Foods On Dundurn,Delis,"264 Dundurn Street S,Hamilton, ON L8P 4K9,Canada",854.7816723702105,43.25403,-79.89176,4.0,1
Dundurn Stairs,43.2465214141618,-79.8947787566411,9,10,Starbucks,Coffee & Tea,"135 Fennell Avenue W,Hamilton, ON L9C 7V7,Canada",1038.46675911968,43.2391205,-79.8852081,4.0,1
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Bangkok Spoon Deluxe,Thai,"57 King Street W,Dundas, ON L9H 1T7,Canada",684.0954212745087,43.26659,-79.9558,4.0,63
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Quatrefoil Restaurant,French,"16 Sydenham Street,Hamilton, ON L9H 2T5,Canada",775.9946122427814,43.26727,-79.95707,4.5,59
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Collins Brewhouse,Pubs,"33 King Street W,Dundas, ON L9H 1T5,Canada",603.266096632645,43.266390853115965,-79.95500335276125,3.5,38
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Detour Cafe,Coffee & Tea,"41 King Street W,Dundas, ON L9H 1T7,Canada",641.6465812627949,43.26653,-79.95534,4.0,89
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,India Village,Indian,"100 King Street W,Hamilton, ON L9H 1T9,Canada",832.521388885882,43.2664559748737,-79.9578530571332,4.5,23
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Little Asia,Vegetarian,"36 King Street E,Dundas, ON L9H 1B8,Canada",356.26829940929,43.26567,-79.95219,4.5,7
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Thirsty Cactus Cantina & Grill,Mexican,"2 King Street E,Dundas, ON L9H 1B8,Canada",477.3622404729512,43.26592,-79.95353,3.5,49
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,B. Love,Live/Raw Food,"29 King Street W,Hamilton, ON L9H 1T5,Canada",587.7022195772838,43.2663727,-79.9550171,4.5,10
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Winchester Arms,Pubs,"120 King Street W,Dundas, ON L9H 1V2,Canada",934.1621179940196,43.2666107,-79.9589126,4.0,12
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Jax,Cafes,"33 King Street W,Hamilton, ON L9H 1T5,Canada",607.8405826085899,43.2665500253241,-79.9550201558197,4.0,12
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,McDonald's,Fast Food,"10 Cootes Drive,Dundas, ON L9H 1A9,Canada",175.19746074377645,43.2651880468441,-79.9497877025959,1.0,9
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,French Revolution Bakery & Crêperie,Bakeries,"2 King Street W,Dundas, ON L9H 6Z1,Canada",524.6364597892831,43.2660812800545,-79.9540854954629,4.5,5
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Pizza Pizza,Pizza,"49 King Street E,Dundas, ON L9H 1A9,Canada",275.7681051852008,43.265991,-79.950991,1.0,3
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Hanma Japanese Foods,Japanese,"105A King Street W,Dundas, ON L9H 1V1,Canada",865.0964556241854,43.2668435,-79.9581774,5.0,4
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,The Red Door Cucina,Italian,"21 King Street W,Dundas, ON L9H 1T5,Canada",572.5597668389262,43.2669089905022,-79.9544511989848,5.0,2
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Tim Horton,Bakeries,"38 York Road,Dundas, ON L9H 1L4,Canada",154.17815407938875,43.265954254825,-79.9494463357385,1.0,1
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Empress Wok,Chinese,"101 Osler Dr,Dundas, ON L9H 4H6,Canada",853.8410507776558,43.25951,-79.9433823,2.5,10
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,The Valley Charcoal,Breakfast & Brunch,"44 King Street W,Dundas, ON L9H 1T7,Canada",656.298972230593,43.266188404941,-79.955705864809,3.0,10
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Centennial Park Dundas,Parks,"71 Cootes Drive,Hamilton, ON L0R 2H9,Canada",313.25469681756226,43.26611349789485,-79.9438921314846,5.0,1
Cootes Drive Dundas,43.26547419149645,-79.94765996932983,1,1,Domino's Pizza,Pizza,"86 Main Street,Dundas, ON L9H 2R1,Canada",511.2752409616107,43.26274,-79.95276,1.0,1
Princess Point,43.2729912871819,-79.8945270389426,8,11,Dundurn National Historic Site,Museums,"610 York Boulevard,Hamilton, ON L8R 3H1,Canada",960.0874096393376,43.26853,-79.88501,4.0,9
Princess Point,43.2729912871819,-79.8945270389426,8,11,Botanical Gardens,Botanical Gardens,"777 York Boulevard,Hamilton, ON L8R 2A4,Canada",432.8409285768458,43.27115,-79.88713,5.0,1
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Earth To Table : Bread Bar,Pizza,"258 Locke Street S,Hamilton, ON L8P 4B9,Canada",493.741400503532,43.25284,-79.88702,4.0,293
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,The Burnt Tongue,Burgers,"182 Locke Street S,Hamilton, ON L8P 4B3,Canada",210.006631602192,43.2555538,-79.8858002,4.5,40
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Aberdeen Tavern,Comfort Food,"432 Aberdeen Avenue,Hamilton, ON L8P 2S2,Canada",992.9520939510372,43.2512808,-79.8933956,4.0,75
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,La Luna,Middle Eastern,"306 King Street W,Hamilton, ON L8P 1B1,Canada",516.5143507921981,43.25942165323912,-79.87848757635106,4.0,63
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,The West Town Bar & Grill,Breakfast & Brunch,"214 Locke Street S,Hamilton, ON L8P 4B4,Canada",314.9167200291077,43.25456,-79.88633,3.5,49
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Amo Gelato Cafe,Desserts,"171 Locke Street S,Hamilton, ON L8P 4B2,Canada",175.94069256609671,43.25565,-79.8853,4.5,12
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,The Works,Burgers,"2 King Street W,Unit 230,Hamilton, ON L8P 1A2,Canada",996.308923690916,43.2574961574363,-79.8712256690338,4.0,37
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Democracy,Coffee & Tea,"202 Locke Street S,Hamilton, ON L8P 4B4,Canada",293.08939429433536,43.2547913,-79.8862228,4.0,38
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Tomah,Syrian,"132 Queen Street S,Hamilton, ON L8P 3S2,Canada",257.960816093888,43.25546,-79.88064,5.0,7
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Bronzie's Place,Pizza,"201 James Street S,Hamilton, ON L8P 3A8,Canada",1174.6805058592877,43.2505499,-79.87143,4.5,27
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Moodys,Pizza,"107 George Street,Hamilton, ON L8P 1E3,Canada",437.87633579514414,43.25821,-79.87853,4.0,13
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Pho Nhung,Vietnamese,"85 Queen St N,Hamilton, ON L8R 2V5,Canada",763.6259201267532,43.26239,-79.87797,4.5,17
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Bitten On Locke,Bakeries,"219 Locke Street S,Hamilton, ON L8P 4B4,Canada",314.4421905827895,43.2542199,-79.88581,4.0,15
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,The Coop,Sandwiches,"274-274 King Street W,Hamilton, ON L8P 1J6,Canada",567.9338194344554,43.2591337,-79.8774391,4.0,43
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,CIMA Enoteca,Italian,"190 Locke Street S,Hamilton, ON L8P 4B4,Canada",259.88203063990375,43.25512,-79.88608,3.5,17
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Mysweetooth Bakery Cafe,Bakeries,"301 Main Street W,Hamilton, ON L8P 1J7,Canada",207.15375467204288,43.25802,-79.88216,4.5,5
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Smoke's Poutinerie,Fast Food,"112 George Street,Hamilton, ON L8P 1E3,Canada",454.4687798254952,43.25854,-79.87863,3.5,38
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Amigos,Mexican,"109 George Street,Hamilton, ON L8P 1E3,Canada",431.23031404264304,43.25825,-79.87868,4.5,14
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Queen's Pizza & Wings,Pizza,"178 Queen Street S,Hamilton, ON L8P 3S7,Canada",334.1050204430842,43.25379,-79.88139,2.5,58
Pearl Street Bridge,43.25650634283747,-79.88345324993132,5,12,Buona Vita Pizza,Italian,"82 Queen Street  N,Hamilton, ON L8R 2V4,Canada",776.0086761641356,43.262024,-79.8775857,4.5,13
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Pinks,Burgers,"1335 Main Street W,Hamilton, ON L8S 1C6,Canada",352.4339317563834,43.25750562,-79.91884597,4.0,20
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Dough Box,Pizza,"1457 Main Street W,Hamilton, ON L8S 1C9,Canada",397.333127732417,43.2574167,-79.9239487,4.0,20
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,The Phoenix Bar & Grill,Pubs,"1280 Main Street W,Hamilton, ON L8S 4K1,Canada",901.033469503565,43.2627741179557,-79.9211375312163,4.0,18
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Boston Pizza,Pizza,"1563 Main Street W,Hamilton, ON L8S 1E6,Canada",636.3312948441595,43.257349181178,-79.927749413236,3.5,22
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Mr  Gao,Chinese,"1561 Main Street W,Hamilton, ON L8S 1E6,Canada",669.2326824006872,43.2574011222949,-79.9281700470045,3.5,35
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Tally Ho,Burgers,"1536 Main Street W,Hamilton, ON L8S 1E4,Canada",434.780831517528,43.257772597069525,-79.92407840204181,4.0,26
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Williams Fresh Cafe,Breakfast & Brunch,"1309 Main Street W,Unit A-2,Hamilton, ON L8S 1C5,Canada",367.8233681812754,43.25738,-79.9180499,2.5,19
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Emerson Pub,Pubs,"109 Emerson Street,Hamilton, ON L8S 2X6,Canada",49.52256390415324,43.2542874,-79.921105,2.5,7
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Maccheroni Cucina Alfresco,Italian,"1560 Main Street W,Hamilton, ON L8S 1E7,Canada",569.5978110271778,43.257795,-79.926349,4.0,11
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Yogurty's Froyo,Ice Cream & Frozen Yogurt,"1309 Main Street W,Hamilton, ON L8S 1C5,Canada",360.9608302688707,43.2572497825787,-79.9180890818868,3.5,9
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,West End Pub,Pubs,"151 Emerson Street,Hamilton, ON L8S 2Y1,Canada",179.34085757979955,43.25308,-79.92149,3.0,7
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,The Arch Noodle House,Noodles,"1309 Main Street W,Hamilton, ON L8S 1C5,Canada",367.8233681812754,43.25738,-79.9180499,3.0,18
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Prime Pita,Lebanese,"1309 Main St W,Hamilton, ON L8S 1C5,Canada",370.2242692392792,43.2572554803498,-79.9179146066308,4.5,2
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Starbucks,Coffee & Tea,"1341 Main Street W,Hamilton, ON L8S 1C5,Canada",357.569141012466,43.2574081,-79.9193726,3.5,6
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Taco Del Mar,Mexican,"1331-1335 Main St W.,Hamilton, ON L8S 1C6,Canada",354.9051265789837,43.25743,-79.91877,3.5,4
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Gino's Pizza,Pizza,"1309 Main Street W,Hamilton, ON L8S 1C5,Canada",351.6992484784548,43.2572669660159,-79.9183147388152,2.5,11
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Maple Leaf Pancake House,Breakfast & Brunch,"1520 Main St W,Hamilton, ON L8S 1E3,Canada",420.3926324683694,43.25788,-79.92354,2.5,22
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,CoCo Fresh Tea & Juice,Bubble Tea,"1548 Main Street W,Hamilton, ON L8S 1E5,Canada",504.8816825433669,43.257849,-79.9252604,5.0,1
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Pho Excellent,Vietnamese,"1120 Main Street W,Hamilton, ON L8S 1C1,Canada",893.2382596314194,43.2582044,-79.9108457,5.0,1
Rail Trail at Emerson,43.2546745875963,-79.9208028150996,4,17,Bridges Cafe,Vegetarian,"1280 Main Street W,Cootes Paradise,Hamilton, ON L8S 4E8,Canada",940.0045787774116,43.2628019,-79.9176086,4.5,3
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Bean Bar,Comfort Food,"1012 King Street W,Hamilton, ON L8S 1L4,Canada",179.2671523940053,43.262284804098,-79.905729861502,3.5,93
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Delirious Burger,Canadian (New),"1008 King Street W,Unit B,Hamilton, ON L8S 1L4,Canada",158.00927614983124,43.26243,-79.90546,4.5,47
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Chung Chun Rice Hot Dog,Korean,"1051 King Street W,Hamilton, ON L8S 1L6,Canada",314.37174603959267,43.26130144151578,-79.90695808346305,5.0,7
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Paisley,Coffee & Tea,"1020 King Street W,Hamilton, ON L8S 1A1,Canada",190.97358418509228,43.262259810123,-79.905870365139,3.5,30
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Second Cup,Coffee & Tea,"1004 King Street W,Hamilton, ON L8S 1L1,Canada",126.12890174563093,43.2624094,-79.9049837,4.0,11
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Nannaa,Persian/Iranian,"1010 King St W,Hamilton, ON L8S 1L4,Canada",157.24453816789048,43.2623614811455,-79.9054765328765,3.5,13
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Dragon Court,Chinese,"988 King Street W,Hamilton, ON L8S 1L1,Canada",88.588962448426,43.26264,-79.90469,2.5,17
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Saigon Asian Restaurant,Vietnamese,"1024 King Street W,Hamilton, ON L8S 1L5,Canada",244.0908620004763,43.2621392,-79.9060133,2.5,38
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Burrito Bandidos,Mexican,"1028 King Street W,Hamilton, ON L8S 1L5,Canada",252.616697139354,43.2617468,-79.9064182,4.0,15
Westdale Library,43.2627159943772,-79.90359663963316,10,10,OneZo Tapioca,Bubble Tea,"1045 King St W,Unit 1,Hamilton, ON L8S 1L6,Canada",308.7159161831383,43.2613445636246,-79.9069115146995,4.0,9
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Pita Pit,Sandwiches,"1056 King Street West,Hamilton, ON L8S 1L7,Canada",354.06716977864176,43.2614265,-79.9075946,5.0,6
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Rawlicious,Vegan,"1044 King Street W,Hamilton, ON L8S 1L5,Canada",271.1954250963414,43.2617583850366,-79.9066768173607,4.0,5
Westdale Library,43.2627159943772,-79.90359663963316,10,10,The Express Italian Eatery,Italian,"1034 King Street West,Hamilton, ON L8S 1L8,Canada",264.6141201483733,43.2617268,-79.9065688,3.5,17
Westdale Library,43.2627159943772,-79.90359663963316,10,10,The Alley,Bubble Tea,"1050 King Street W,Unit 5,Hamilton, ON L8S 1L5,Canada",303.1502098070068,43.26164,-79.90714,5.0,4
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Weil's of Westdale Bakery,Bakeries,"981 King St W,Hamilton, ON L8S 1K9,Canada",63.3969157050425,43.2623,-79.9042599,4.0,5
Westdale Library,43.2627159943772,-79.90359663963316,10,10,The Snooty Fox,Pubs,"1011 King Street W,Hamilton, ON L8S 1L3,Canada",168.46130853482742,43.2617199,-79.90518,3.0,23
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Mikel Coffee,Cafes,"1008 King Street W,Hamilton, ON L8S 1L4,Canada",158.00927614983124,43.262429,-79.905462,5.0,1
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Pizzaiolo,Pizza,"1009 King Street W,Hamilton, ON L8S 1L3,Canada",159.07751847260744,43.26181384820656,-79.90512133202215,4.0,1
Westdale Library,43.2627159943772,-79.90359663963316,10,10,The Burnt Tongue,Soup,"1019 King St W,Hamilton, ON L8S 1L1,Canada",200.5009391117952,43.26163,-79.90551,4.5,2
Westdale Library,43.2627159943772,-79.90359663963316,10,10,Cupcakes,Bakeries,"1050 King Street W,Hamilton, ON L8S 1L5,Canada",303.0779426766261,43.26164,-79.90714,3.5,11
Emerson at Whitney,43.2521423210113,-79.9222158171462,7,15,Pinks,Burgers,"1335 Main Street W,Hamilton, ON L8S 1C6,Canada",655.8475204314897,43.25750562,-79.91884597,4.0,20
Emerson at Whitney,43.2521423210113,-79.9222158171462,7,15,Dough Box,Pizza,"1457 Main Street W,Hamilton, ON L8S 1C9,Canada",603.0401431574838,43.2574167,-79.9239487,4.0,20
Emerson at Whitney,43.2521423210113,-79.9222158171462,7,15,Hazel Tea & Dessert House,Desserts,"1686 Main Street West,Unit 5,Hamilton, ON L8S 0A2,Canada",1180.1164261177105,43.25793,-79.9344799,4.0,22
Emerson at Whitney,43.2521423210113,-79.9222158171462,7,15,Boston Pizza,Pizza,"1563 Main Street W,Hamilton, ON L8S 1E6,Canada",732.147303263579,43.257349181178,-79.927749413236,3.5,22
