station_name,station_latitude,station_longitude,free_bikes,empty_slots,number_of_bikes,poi_name,poi_categories,poi_address,poi_distance,poi_latitude,poi_longitude,poi_ratings,poi_total_ratings,poi_total_tips,poi_total_photos
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",584,43.257574,-79.918863,3.8,11.0,3.0,0.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,McMaster. Children's Hospital 4B,Hospital,"1200 Main St W, Hamilton ON",344,43.260207,-79.918802,,,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Starbucks,Coffee Shop,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",610,43.25759,-79.919376,3.8,39.0,7.0,35.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Maple Leaf Pancake House,Diner,"1520 Main St W, Hamilton ON L8S 1E3",546,43.257771,-79.923534,3.4,25.0,7.0,8.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Campus Dental,Dentist,"1280 Main St E, Hamilton ON L8K 1A9",386,43.262757,-79.917659,,,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Travel Cuts,,"Musc 109C, Hamilton ON L8S 4S4",390,43.26342,-79.917772,,,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",613,43.257574,-79.918863,3.5,7.0,3.0,2.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Tally Ho Restaurants,Chinese Restaurant,"1536 Main St W, Hamilton ON L8S 1E4",561,43.257728,-79.924083,3.3,18.0,7.0,13.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Tim Hortons,"Cafe, Coffee, and Tea House","1445 Main St W (McMaster University), Hamilton ON L8S 1C8",568,43.257334,-79.922671,3.2,0.0,1.0,1.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",607,43.25759,-79.919376,3.2,3.0,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Boston Pizza,Pizzeria,"1563 Main St W (Cottrill St.), Hamilton ON L8S 1E6",728,43.257231,-79.927615,3.2,24.0,7.0,15.0
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,McMaster Children's Hospital ER,Emergency Room,"1200 Main St W, Hamilton ON",593,43.258665,-79.917055,,,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,Quik Chik,Fast Food Restaurant,"1331 Main St W, Hamilton ON L8S 1C6",612,43.257477,-79.918661,,,,
McMaster Mary Keyes,43.26246012002058,-79.92224670946598,10,2,12,McMaster Sports Ltd,Bicycle Store,"1331 Main St W (btw Broadway Ave. & Emerson St.), Hamilton ON L8S 1C6",618,43.257529,-79.918717,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,McMaster. Children's Hospital 4B,Hospital,"1200 Main St W, Hamilton ON",68,43.260207,-79.918802,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Phoenix Bar & Grill,Pub,"1280 Main St W (in The Refectory), Hamilton ON L8S 4L8",359,43.262878,-79.921158,4.4,51.0,16.0,35.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",305,43.257574,-79.918863,3.8,11.0,3.0,0.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Starbucks,Coffee Shop,"1280 Main St W, Hamilton ON L8S 4L8",251,43.262103,-79.92033,3.4,2.0,0.0,2.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Starbucks,Coffee Shop,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",360,43.25759,-79.919376,3.8,39.0,7.0,35.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",335,43.257574,-79.918863,3.5,7.0,3.0,2.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,McMaster Museum of Art,Art Museum,"1280 Main St E, Hamilton ON L8K 1A9",235,43.262663,-79.918153,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Pharmasave,Drugstore,"1280 Main St W, Hamilton ON L8S 4L8",252,43.262331,-79.920276,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,The Chopped Leaf,Salad Restaurant,"1280 Main St W, Hamilton ON L8S 4L8",252,43.262331,-79.920276,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Campus Dental,Dentist,"1280 Main St E, Hamilton ON L8K 1A9",260,43.262757,-79.917659,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",356,43.25759,-79.919376,3.2,3.0,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Union Market,Coffee Shop,"McMaster University, Hamilton ON L8S 4S4",348,43.263669,-79.917443,3.2,15.0,8.0,1.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Cedars,Middle Eastern Restaurant,"1355 Main St W, Hamilton ON",314,43.257574,-79.918863,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Travel Cuts,,"Musc 109C, Hamilton ON L8S 4S4",327,43.26342,-79.917772,,,,
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Yogurty's,Frozen Yogurt Shop,"1309 Main St W, Hamilton ON L8S 1C5",337,43.257318,-79.918123,2.8,11.0,5.0,13.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Maple Leaf Pancake House,Diner,"1520 Main St W, Hamilton ON L8S 1E3",533,43.257771,-79.923534,3.4,25.0,7.0,8.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Tim Hortons,"Cafe, Coffee, and Tea House","1445 Main St W (McMaster University), Hamilton ON L8S 1C8",502,43.257334,-79.922671,3.2,0.0,1.0,1.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Tally Ho Restaurants,Chinese Restaurant,"1536 Main St W, Hamilton ON L8S 1E4",580,43.257728,-79.924083,3.3,18.0,7.0,13.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",920,43.261608,-79.907215,4.2,15.0,9.0,5.0
McMaster Health Sciences,43.26053126154136,-79.91824820637703,19,11,30,Basilique,Diner,"1065 King St W, Hamilton ON L8S 1L8",869,43.261035,-79.907396,3.6,10.0,6.0,1.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Phoenix Bar & Grill,Pub,"1280 Main St W (in The Refectory), Hamilton ON L8S 4L8",345,43.262878,-79.921158,4.4,51.0,16.0,35.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Maple Leaf Pancake House,Diner,"1520 Main St W, Hamilton ON L8S 1E3",275,43.257771,-79.923534,3.4,25.0,7.0,8.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Starbucks,Coffee Shop,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",376,43.25759,-79.919376,3.8,39.0,7.0,35.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",370,43.257574,-79.918863,3.8,11.0,3.0,0.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Starbucks,Coffee Shop,"1280 Main St W, Hamilton ON L8S 4L8",303,43.262103,-79.92033,3.4,2.0,0.0,2.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Tally Ho Restaurants,Chinese Restaurant,"1536 Main St W, Hamilton ON L8S 1E4",301,43.257728,-79.924083,3.3,18.0,7.0,13.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Tim Hortons,"Cafe, Coffee, and Tea House","1445 Main St W (McMaster University), Hamilton ON L8S 1C8",291,43.257334,-79.922671,3.2,0.0,1.0,1.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",394,43.257574,-79.918863,3.5,7.0,3.0,2.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,McMaster. Children's Hospital 4B,Hospital,"1200 Main St W, Hamilton ON",270,43.260207,-79.918802,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",374,43.25759,-79.919376,3.2,3.0,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,The Chopped Leaf,Salad Restaurant,"1280 Main St W, Hamilton ON L8S 4L8",303,43.262331,-79.920276,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Pharmasave,Drugstore,"1280 Main St W, Hamilton ON L8S 4L8",304,43.262331,-79.920276,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Cedars,Middle Eastern Restaurant,"1355 Main St W, Hamilton ON",372,43.257574,-79.918863,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Boston Pizza,Pizzeria,"1563 Main St W (Cottrill St.), Hamilton ON L8S 1E6",530,43.257231,-79.927615,3.2,24.0,7.0,15.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Yogurty's,Frozen Yogurt Shop,"1309 Main St W, Hamilton ON L8S 1C5",429,43.257318,-79.918123,2.8,11.0,5.0,13.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,McMaster Museum of Art,Art Museum,"1280 Main St E, Hamilton ON L8K 1A9",454,43.262663,-79.918153,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Fortinos,Retail,"1579 Main St W, Hamilton ON L8S 1E6",736,43.255351,-79.928778,3.8,43.0,8.0,41.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Union Market,Coffee Shop,"McMaster University, Hamilton ON L8S 4S4",558,43.263669,-79.917443,3.2,15.0,8.0,1.0
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Campus Dental,Dentist,"1280 Main St E, Hamilton ON L8K 1A9",504,43.262757,-79.917659,,,,
McMaster Arthur Bourns,43.2599690032886,-79.922358671032,16,0,16,Fairweather Brewing Co,Brewery,"5 Ofield Rd, Hamilton ON L8S 2M4",917,43.255234,-79.931726,4.4,21.0,4.0,89.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Starbucks,Coffee Shop,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",80,43.25759,-79.919376,3.8,39.0,7.0,35.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",78,43.257574,-79.918863,3.8,11.0,3.0,0.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",96,43.257574,-79.918863,3.5,7.0,3.0,2.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Shoppers Drug Mart,Drugstore,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",77,43.25759,-79.919376,3.2,3.0,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Cedars,Middle Eastern Restaurant,"1355 Main St W, Hamilton ON",77,43.257574,-79.918863,,,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Yogurty's,Frozen Yogurt Shop,"1309 Main St W, Hamilton ON L8S 1C5",136,43.257318,-79.918123,2.8,11.0,5.0,13.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Maple Leaf Pancake House,Diner,"1520 Main St W, Hamilton ON L8S 1E3",304,43.257771,-79.923534,3.4,25.0,7.0,8.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Tim Hortons,"Cafe, Coffee, and Tea House","1445 Main St W (McMaster University), Hamilton ON L8S 1C8",245,43.257334,-79.922671,3.2,0.0,1.0,1.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Phoenix Bar & Grill,Pub,"1280 Main St W (in The Refectory), Hamilton ON L8S 4L8",558,43.262878,-79.921158,4.4,51.0,16.0,35.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Tally Ho Restaurants,Chinese Restaurant,"1536 Main St W, Hamilton ON L8S 1E4",359,43.257728,-79.924083,3.3,18.0,7.0,13.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,McMaster. Children's Hospital 4B,Hospital,"1200 Main St W, Hamilton ON",267,43.260207,-79.918802,,,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Starbucks,Coffee Shop,"1280 Main St W, Hamilton ON L8S 4L8",469,43.262103,-79.92033,3.4,2.0,0.0,2.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,West End Restaurant,Diner,"151 Emerson St, Hamilton ON L8S 2Y1",564,43.253115,-79.921535,3.6,11.0,8.0,10.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,The Chopped Leaf,Salad Restaurant,"1280 Main St W, Hamilton ON L8S 4L8",469,43.262331,-79.920276,,,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Pharmasave,Drugstore,"1280 Main St W, Hamilton ON L8S 4L8",470,43.262331,-79.920276,,,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Fortinos,Retail,"1579 Main St W, Hamilton ON L8S 1E6",793,43.255351,-79.928778,3.8,43.0,8.0,41.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Boston Pizza,Pizzeria,"1563 Main St W (Cottrill St.), Hamilton ON L8S 1E6",651,43.257231,-79.927615,3.2,24.0,7.0,15.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,McMaster Museum of Art,Art Museum,"1280 Main St E, Hamilton ON L8K 1A9",529,43.262663,-79.918153,,,,
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Union Market,Coffee Shop,"McMaster University, Hamilton ON L8S 4S4",646,43.263669,-79.917443,3.2,15.0,8.0,1.0
McMaster Emerson,43.258038792898375,-79.91978779435158,14,6,20,Campus Dental,Dentist,"1280 Main St E, Hamilton ON L8K 1A9",562,43.262757,-79.917659,,,,
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Valentino's Restaurant,Bakery,"824 King St W (at Paradise Rd N), Hamilton ON L8S 1K3",377,43.26287,-79.89885,4.0,8.0,1.0,6.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,1UP Games,Retail,"777 King St W, Hamilton ON L8S 1K2",486,43.262107,-79.897144,4.0,9.0,5.0,1.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Food Basics,Grocery Store,"845 King St W (Paradise), Hamilton ON L8S 1K4",439,43.262226,-79.899947,3.6,11.0,1.0,3.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Delirious Burger Co,Burger Joint,"1008 King St W, Hamilton ON L8S 1L4",634,43.262405,-79.905588,4.2,29.0,6.0,23.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,The Bean Bar,Restaurant,"1012 King St W (Marion Ave), Hamilton ON L8S 1L4",662,43.262405,-79.905588,4.0,79.0,36.0,31.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Westdale Theatre,Indie Movie Theater,"1014 King St W (marion), Hamilton ON L8S 1L4",674,43.262339,-79.905716,3.8,16.0,2.0,14.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Saigon Asian Restaurant,Vietnamese Restaurant,"1024 King St W, Hamilton ON L8S 1L5",741,43.261937,-79.906575,3.9,20.0,6.0,4.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",813,43.261608,-79.907215,4.2,15.0,9.0,5.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Ginger Valley Trail,Hiking Trail,Hamilton ON,454,43.269366,-79.903108,,,,
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Princess Point,Hiking Trail,"199 Longwood Rd N, Hamilton ON",858,43.273234,-79.895045,3.9,15.0,6.0,61.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Basilique,Diner,"1065 King St W, Hamilton ON L8S 1L8",873,43.261035,-79.907396,3.6,10.0,6.0,1.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Gravity Climbing Gym Inc,Rock Climbing Spot,"70 Frid St, Hamilton ON L8P 4M4",993,43.258168,-79.893832,3.7,8.0,1.0,4.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Tim Hortons,"Cafe, Coffee, and Tea House","50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",991,43.26054,-79.889922,3.6,16.0,4.0,11.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Sassafras Point Trail,Hiking Trail,Dundas ON,780,43.27215,-79.903998,,,,
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Fortinos,Retail,"50 Dundurn St S (btwn King & Main), Hamilton ON L8P 4W3",931,43.261517,-79.889578,3.2,61.0,6.0,10.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Subway,Deli,"50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",980,43.260833,-79.88974,3.3,4.0,3.0,1.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Mr Dumpling Express,Chinese Restaurant,"50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",1027,43.261466,-79.889523,3.4,11.0,2.0,3.0
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Tom Street Park,Park,ON,915,43.267016,-79.887914,,,,
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,First Call Lighting Fixture & Lamp Repair,Business and Professional Services,"50 Jones St, Hamilton ON L8R 1Y1",964,43.267928,-79.887697,,,,
Longwood at Edgevale,43.2662112220324,-79.8993094512,4,9,13,Breezy Corners,American Restaurant,"1480 6 Hwy N (Carlisle Rd), Hamilton ON L8N 2Z7",15023,43.262301,-79.895368,4.1,20.0,5.0,12.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Valentino's Restaurant,Bakery,"824 King St W (at Paradise Rd N), Hamilton ON L8S 1K3",161,43.26287,-79.89885,4.0,8.0,1.0,6.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Food Basics,Grocery Store,"845 King St W (Paradise), Hamilton ON L8S 1K4",125,43.262226,-79.899947,3.6,11.0,1.0,3.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,1UP Games,Retail,"777 King St W, Hamilton ON L8S 1K2",323,43.262107,-79.897144,4.0,9.0,5.0,1.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Delirious Burger Co,Burger Joint,"1008 King St W, Hamilton ON L8S 1L4",365,43.262405,-79.905588,4.2,29.0,6.0,23.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,The Bean Bar,Restaurant,"1012 King St W (Marion Ave), Hamilton ON L8S 1L4",374,43.262405,-79.905588,4.0,79.0,36.0,31.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Westdale Theatre,Indie Movie Theater,"1014 King St W (marion), Hamilton ON L8S 1L4",397,43.262339,-79.905716,3.8,16.0,2.0,14.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Saigon Asian Restaurant,Vietnamese Restaurant,"1024 King St W, Hamilton ON L8S 1L5",455,43.261937,-79.906575,3.9,20.0,6.0,4.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",515,43.261608,-79.907215,4.2,15.0,9.0,5.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Basilique,Diner,"1065 King St W, Hamilton ON L8S 1L8",573,43.261035,-79.907396,3.6,10.0,6.0,1.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Gravity Climbing Gym Inc,Rock Climbing Spot,"70 Frid St, Hamilton ON L8P 4M4",780,43.258168,-79.893832,3.7,8.0,1.0,4.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Soccer World,Bicycle Store,"104 Frid St, Hamilton ON L8P 4M4",826,43.257263,-79.893957,3.4,8.0,1.0,6.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Tim Hortons,"Cafe, Coffee, and Tea House","50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",936,43.26054,-79.889922,3.6,16.0,4.0,11.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Natural Resources Canada CANMET - MTL,Government Building,"183 Longwood Rd S, Hamilton ON L8P 0A5",681,43.257036,-79.901244,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Camelot Towers,Office Building,"1001 Main St W (Main & Paisley), Hamilton ON L8S 1A9",697,43.257659,-79.905477,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Ginger Valley Trail,Hiking Trail,Hamilton ON,711,43.269366,-79.903108,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,BuckitLife,Arts and Entertainment,"175 Longwood Rd S, Hamilton ON L8P 0A1",720,43.256629,-79.900712,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Columbia International College,College and University,"1003 Main St W, Hamilton ON L8S 4P3",739,43.257633,-79.906539,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,The Davey Tree Expert Co,Construction,"182 Chatham St, Hamilton ON L8P 2B6",752,43.257117,-79.896575,,,,
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Mr Dumpling Express,Chinese Restaurant,"50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",981,43.261466,-79.889523,3.4,11.0,2.0,3.0
Longwood at King,43.2630174571678,-79.9009418422827,1,9,10,Subway,Deli,"50 Dundurn St S (at Main St W), Hamilton ON L8P 4W3",949,43.260833,-79.88974,3.3,4.0,3.0,1.0
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Chedoke Golf Course Trail,Hiking Trail,"Chedoke Ave (Glenside), Hamilton ON",53,43.24632,-79.907444,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Cliffview Falls,Scenic Lookout,"589 Scenic Dr (W 31st), Hamilton ON L9C 1H1",198,43.244723,-79.907126,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Cliffview Park,Park,,228,43.244046,-79.907197,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Scenic Paradise,Food and Beverage Retail,"99 Upper Paradise Rd, Hamilton ON L9C 5B6",283,43.243582,-79.906701,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Scenic Paradise,Food and Beverage Retail,"567 Scenic Dr (Upper Paradise), Hamilton ON L9C 1G9",290,43.24353,-79.906646,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Bymark,Dining and Drinking,"133 York Mills Rd, Toronto ON M2L 1K4",527,43.250679,-79.906053,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Cross of Lorraine,Public Art,"Sanatorium Rd (Scenic Drive), Hamilton ON",771,43.244937,-79.917361,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Chedoke Waterfalls,Hiking Trail,Hamilton ON,806,43.242339,-79.899629,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Webers Hamburgers,Burger Joint,"8844 11 Hwy S, Orillia ON L3V 6H3",834,43.247705,-79.898223,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Chedoke School,Elementary School,"500 Bendamere Ave, Hamilton ON L9C 1R3",836,43.238628,-79.905673,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Wayne Gretsky Arena,Stadium,"254 N Park St, Brantford ON N3R 4L1",849,43.249727,-79.91762,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Chedoke Elementary School,Elementary School,"500 Bendamere Ave, Hamilton ON L9C 1R3",867,43.238421,-79.905453,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,HHS - Evel Building,Medical Center,"565 Sanatorium Rd, Hamilton ON L9C 7N4",880,43.240261,-79.915638,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Colquhoun Park,Park,"20 Leslie Ave, Ontario",914,43.239367,-79.901905,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Asterisk Marketing,Advertising Agency,"34 Plains Rd E, Burlington ON L7T 0B9",8166,43.237789,-79.90567,,,,
Chedoke Stairs,43.2460802627748,-79.90823779724,4,7,11,Gil's Waterproofing Ltd,General Contractor,"79 Severino Cir, Smithville ON L9C 5C2",26267,43.238323,-79.909608,,,,
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Natural Resources Canada CANMET - MTL,Government Building,"183 Longwood Rd S, Hamilton ON L8P 0A5",38,43.257036,-79.901244,,,,
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",715,43.261608,-79.907215,4.2,15.0,9.0,5.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Camelot Towers,Office Building,"1001 Main St W (Main & Paisley), Hamilton ON L8S 1A9",365,43.257659,-79.905477,,,,
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Gravity Climbing Gym Inc,Rock Climbing Spot,"70 Frid St, Hamilton ON L8P 4M4",607,43.258168,-79.893832,3.7,8.0,1.0,4.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,1UP Games,Retail,"777 King St W, Hamilton ON L8S 1K2",699,43.262107,-79.897144,4.0,9.0,5.0,1.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Delirious Burger Co,Burger Joint,"1008 King St W, Hamilton ON L8S 1L4",756,43.262405,-79.905588,4.2,29.0,6.0,23.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,The Bean Bar,Restaurant,"1012 King St W (Marion Ave), Hamilton ON L8S 1L4",723,43.262405,-79.905588,4.0,79.0,36.0,31.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Valentino's Restaurant,Bakery,"824 King St W (at Paradise Rd N), Hamilton ON L8S 1K3",717,43.26287,-79.89885,4.0,8.0,1.0,6.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Food Basics,Grocery Store,"845 King St W (Paradise), Hamilton ON L8S 1K4",644,43.262226,-79.899947,3.6,11.0,1.0,3.0
McMaster Innovation Park,43.25656885270854,-79.9011692404747,13,4,17,Saigon Asian Restaurant,Vietnamese Restaurant,"1024 King St W, Hamilton ON L8S 1L5",734,43.261937,-79.906575,3.9,20.0,6.0,4.0
