bike_station,name,categories,address,distance,poi_latitude,poi_longitude,ratings,total_ratings,total_tips,total_photos
Queen at Peter,Merit Brewing,Bar,"107 James St N (at York Blvd), Hamilton ON L8R 2K6",833,43.25949,-79.867997,4.1,36.0,7.0,101.0
Queen at Peter,City Window & Glass,Doors and Windows Contractor,"208 Queen St N, Hamilton ON L8R 2W3",478,43.265939,-79.875766,,,,
Queen at Peter,Solo Construction & Renovation,Construction,"259 Carson Dr, Hamilton ON L8T 2X8",504,43.265402,-79.87331,,,,
Queen at Peter,Bayfront Property Care,Landscaper and Gardener,"Crooks St (at york blvd), Hamilton ON",514,43.266322,-79.880237,,,,
Queen at Peter,August 8,Dim Sum Restaurant,"1 Wilson St (James St.), Hamilton ON L8R 1C4",918,43.259413,-79.866825,4.2,82.0,26.0,27.0
Queen at Peter,Charred,BBQ Joint,"244 James St N (btwn Robert St & Colbourne St), Hamilton ON L8R 2L3",918,43.262759,-79.866231,4.1,49.0,16.0,22.0
Queen at Peter,Starbucks,Coffee Shop,"158 Locke St S (at Bold St), Hamilton ON L8P 4A9",898,43.256119,-79.885602,4.0,56.0,20.0,45.0
Queen at Peter,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",970,43.257258,-79.867202,4.4,54.0,14.0,83.0
West at Cannon,Shoppers Drug Mart,Drugstore,"232 Cannon St E, Hamilton ON L8L 0A9",75,43.257864,-79.85715,3.4,11.0,0.0,11.0
West at Cannon,KFC,Fast Food Restaurant,"307 Cannon St E (East ave), Hamilton ON L8L 2B7",219,43.257624,-79.853725,3.0,3.0,2.0,1.0
West at Cannon,Theatre Aquarius,Music Venue,"190 King William St, Hamilton ON L8R 1A8",530,43.255151,-79.861885,4.2,10.0,2.0,28.0
West at Cannon,Cafe Oranje,Café,"312 King St E (Wellington St), Hamilton ON L8N 1C2",557,43.253614,-79.860049,4.4,72.0,15.0,243.0
West at Cannon,Denninger Ltd,Deli,"284 King St E, Hamilton ON L8N 1B7",576,43.253889,-79.860837,4.2,33.0,7.0,31.0
West at Cannon,Black Forest Inn,German Restaurant,"255 King St E, Hamilton ON L8N 1B9",589,43.254392,-79.861571,4.0,57.0,18.0,53.0
West at Cannon,Tim Hortons,"Cafe, Coffee, and Tea House","200 Barton St E (Wellington), Hamilton ON L8L 2W8",449,43.261765,-79.857345,3.4,15.0,3.0,5.0
West at Cannon,Shakespeare's Steak and Seafood,Diner,"181 Main St E, Hamilton ON L8N 1H2",685,43.253717,-79.862338,4.0,10.0,4.0,1.0
West at Cannon,Beer Store,Beer Store,"150 Barton St E (Elgin St), Hamilton ON L8L 2W5",506,43.26172,-79.859378,3.3,4.0,1.0,3.0
West at Cannon,Gameopolis,Arts and Entertainment,"223 King St E (at Walnut; East of John St.), Hamilton ON L8N 1B6",631,43.25466,-79.862451,3.6,8.0,7.0,16.0
West at Cannon,A&W Restaurant,American Restaurant,"190 Barton St E, Hamilton ON L8L 2W8",482,43.262054,-79.857951,3.1,5.0,1.0,10.0
West at Cannon,Bonanza Bakery,Bakery,"100 Murray St E, Hamilton ON L8L 3G4",814,43.264323,-79.861163,4.2,14.0,5.0,3.0
West at Cannon,Lulu's Shawarma,Mediterranean Restaurant,"32 John St N (at King William St.), Hamilton ON L8R 1H3",807,43.256946,-79.866176,4.0,22.0,14.0,6.0
West at Cannon,Hambrgr,Burger Joint,"49 King William St, Hamilton ON L8R 1A2",880,43.257213,-79.867056,4.2,51.0,13.0,34.0
West at Cannon,August 8,Dim Sum Restaurant,"1 Wilson St (James St.), Hamilton ON L8R 1C4",883,43.259413,-79.866825,4.2,82.0,26.0,27.0
West at Cannon,Sagarmatha Curry Palace Resturant,Indian Restaurant,"43 King William St, Hamilton ON L8R 1A2",902,43.257213,-79.867056,4.2,22.0,22.0,122.0
West at Cannon,The Mule,Taco Restaurant,"41 King William St (Hughson), Hamilton ON L8R 1A2",917,43.257258,-79.867202,4.4,54.0,14.0,83.0
West at Cannon,Burrito Boyz,Burrito Restaurant,"66 King St E, Hamilton ON L8N 1A6",919,43.255691,-79.867215,4.2,64.0,16.0,20.0
West at Cannon,Wildcat Tavern,Bar,"353 Barton St E, Hamilton ON L8L 2X8",532,43.260505,-79.850455,,,,
West at Cannon,Tea Hut,Bar,"100 Main St E, Hamilton ON L8N 3W4",825,43.254244,-79.865672,3.8,13.0,6.0,7.0
Forsyth at Sterling,Union Market,Coffee Shop,"McMaster University, Hamilton ON L8S 4S4",181,43.263669,-79.917443,3.2,15.0,8.0,1.0
Forsyth at Sterling,Phoenix Bar & Grill,Pub,"1280 Main St W (in The Refectory), Hamilton ON L8S 4L8",435,43.262878,-79.921158,4.4,51.0,16.0,35.0
Forsyth at Sterling,Campus Dental,Dentist,"1280 Main St E, Hamilton ON L8K 1A9",137,43.262757,-79.917659,,,,
Forsyth at Sterling,Travel Cuts,,"Musc 109C, Hamilton ON L8S 4S4",167,43.26342,-79.917772,,,,
Forsyth at Sterling,McMaster Museum of Art,Art Museum,"1280 Main St E, Hamilton ON L8K 1A9",186,43.262663,-79.918153,,,,
Forsyth at Sterling,Starbucks,Coffee Shop,"1280 Main St W, Hamilton ON L8S 4L8",366,43.262103,-79.92033,3.4,2.0,0.0,2.0
Forsyth at Sterling,Pinks Burgers,Burger Joint,"1335 Main St W, Hamilton ON L8S 1C6",597,43.257574,-79.918863,3.8,11.0,3.0,0.0
Forsyth at Sterling,Pharmasave,Drugstore,"1280 Main St W, Hamilton ON L8S 4L8",366,43.262331,-79.920276,,,,
Forsyth at Sterling,The Chopped Leaf,Salad Restaurant,"1280 Main St W, Hamilton ON L8S 4L8",366,43.262331,-79.920276,,,,
Forsyth at Sterling,McMaster. Children's Hospital 4B,Hospital,"1200 Main St W, Hamilton ON",369,43.260207,-79.918802,,,,
Forsyth at Sterling,Cupcakes,Bakery,"1050 King St W, Hamilton ON L8S 1L5",731,43.261608,-79.907215,4.2,15.0,9.0,5.0
Forsyth at Sterling,Starbucks,Coffee Shop,"1341 Main St W (at Emerson St), Hamilton ON L8S 1C6",657,43.25759,-79.919376,3.8,39.0,7.0,35.0
Forsyth at Sterling,Subway,Deli,"1331 Main St W (at Broadway Ave.), Hamilton ON L8S 1C6",623,43.257574,-79.918863,3.5,7.0,3.0,2.0
Forsyth at Sterling,Basilique,Diner,"1065 King St W, Hamilton ON L8S 1L8",692,43.261035,-79.907396,3.6,10.0,6.0,1.0
Forsyth at Sterling,Saigon Asian Restaurant,Vietnamese Restaurant,"1024 King St W, Hamilton ON L8S 1L5",766,43.261937,-79.906575,3.9,20.0,6.0,4.0
Forsyth at Sterling,Delirious Burger Co,Burger Joint,"1008 King St W, Hamilton ON L8S 1L4",840,43.262405,-79.905588,4.2,29.0,6.0,23.0
Forsyth at Sterling,The Bean Bar,Restaurant,"1012 King St W (Marion Ave), Hamilton ON L8S 1L4",838,43.262405,-79.905588,4.0,79.0,36.0,31.0
Forsyth at Sterling,Westdale Theatre,Indie Movie Theater,"1014 King St W (marion), Hamilton ON L8S 1L4",812,43.262339,-79.905716,3.8,16.0,2.0,14.0
Forsyth at Sterling,St Paul's Anglican Church,Church,"1140 King St W, Hamilton ON L8S 1M1",506,43.260587,-79.910287,,,,
Forsyth at Sterling,Pita Pit,Sandwich Spot,"1056 King St W, Hamilton ON L8S 1L7",683,43.261382,-79.907443,3.4,13.0,3.0,8.0
Gage at Cannon - ERI11,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",253,43.252327,-79.830949,4.0,81.0,35.0,282.0
Gage at Cannon - ERI11,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",361,43.247646,-79.828538,3.4,8.0,4.0,4.0
Gage at Cannon - ERI11,Tim Hortons,"Cafe, Coffee, and Tea House","799 Barton St E (Lottridge), Hamilton ON L8L 3B2",485,43.255221,-79.829674,3.9,15.0,0.0,4.0
Gage at Cannon - ERI11,KFC,Fast Food Restaurant,"Barton St, Hamilton ON L8L 6Y5",300,43.253684,-79.827839,3.0,0.0,,
Gage at Cannon - ERI11,Hamilton Indoor Go Karts,Amusement Park,"193 Cavell Ave, Hamilton ON L8L 8C9",416,43.254162,-79.823793,3.3,10.0,3.0,8.0
Gage at Cannon - ERI11,Dollarama,Discount Store,"869 Barton St E, Hamilton ON L8L 3B4",414,43.254807,-79.827054,3.3,0.0,,
Gage at Cannon - ERI11,Subway,Deli,"847 Barton St E, Hamilton ON L8L 3B4",411,43.254767,-79.828299,3.0,3.0,0.0,2.0
Gage at Cannon - ERI11,Tim Hortons,Restaurant,"954 Barton St E, Hamilton ON L8L 3C5",449,43.252714,-79.822252,3.2,0.0,0.0,1.0
Gage at Cannon - ERI11,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",656,43.251372,-79.835377,3.9,8.0,,13.0
Gage at Cannon - ERI11,The Purple Pear,Diner,"946 Barton St E, Hamilton ON L8L 3C5",409,43.253085,-79.823241,3.0,9.0,4.0,3.0
Gage at Cannon - ERI11,Hambrgr,Bar,"207 Ottawa St N, Hamilton ON L8H 3Z4",855,43.248363,-79.817719,4.3,27.0,5.0,5.0
Gage at Cannon - ERI11,Cannon Coffee Co,Café,"179 Ottawa St N (Cannon Street), Hamilton ON L8H 3Z4",876,43.24768,-79.817882,4.4,68.0,26.0,120.0
Gage at Cannon - ERI11,McDonald's,Burger Joint,"787 Barton St E (Lottridge), Hamilton ON L8L 3B2",546,43.255437,-79.830498,3.0,9.0,1.0,1.0
Gage at Cannon - ERI11,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",792,43.245768,-79.834063,3.6,6.0,1.0,1.0
Gage at Cannon - ERI11,Ranko's Meats & Delicatessens,Butcher,"1111 Cannon St E, Hamilton ON L8L 2J5",547,43.248442,-79.82107,,,,
Gage at Cannon - ERI11,Cafe Limoncello,Italian Restaurant,"226 Ottawa St N, Hamilton ON L8H 3Z6",877,43.248751,-79.817042,3.8,15.0,5.0,24.0
Gage at Cannon - ERI11,Staropolskie Delikatacy,Gourmet Store,"711 Barton St E (St olga and barton st), Hamilton ON L8L 3A7",621,43.256157,-79.834236,,,,
Gage at Cannon - ERI11,Maya Retreat Salon and Spa,Hair Salon,"975 King St E, Hamilton ON L8M 1C3",647,43.251372,-79.835377,,,,
Gage at Cannon - ERI11,Cars 4 Cures,Miscellaneous Store,"38 Lincoln St, Hamilton ON L8L 7L5",650,43.254569,-79.820663,,,,
Gage at Cannon - ERI11,Jet Banquet Hall,Chinese Restaurant,"746 Barton St E, Hamilton ON L8L 3B1",656,43.255534,-79.832879,,,,
H.A.A.A. Park,Queen's Pizza & Wings,Pizzeria,"178 Queen St S (at Duke St.), Hamilton ON L8P 3S7",63,43.253876,-79.881327,3.2,11.0,6.0,2.0
H.A.A.A. Park,Ryerson middle school,Middle School,"222 Robinson St, Hamilton ON L8P 1Z9",72,43.253408,-79.882315,,,,
H.A.A.A. Park,Bitten,Bakery,"219 Locke St S, Hamilton ON L8P 4B6",333,43.254303,-79.885943,3.8,11.0,3.0,11.0
H.A.A.A. Park,Starbucks,Coffee Shop,"158 Locke St S (at Bold St), Hamilton ON L8P 4A9",366,43.256119,-79.885602,4.0,56.0,20.0,45.0
H.A.A.A. Park,Durand Coffee,Café,"142 Charlton Ave W (Caroline St S.), Hamilton ON L8P 2C7",378,43.251543,-79.878939,4.0,8.0,4.0,19.0
H.A.A.A. Park,Earth to Table Bread Bar,Bakery,"258 Locke St S (Herkimer St.), Hamilton ON L8P 4B9",434,43.252827,-79.886945,4.3,183.0,66.0,85.0
H.A.A.A. Park,West Town Bar & Grill,Bar,"214 Locke St S, Hamilton ON L8P 4B4",344,43.254502,-79.886256,3.7,53.0,11.0,38.0
H.A.A.A. Park,Donut Monster,Bagel Shop,"246 Locke St S, Hamilton ON L8P 4B9",386,43.253231,-79.886782,3.8,30.0,6.0,9.0
H.A.A.A. Park,The Burnt Tongue,Soup Spot,"182 Locke St S (Pine St.), Hamilton ON L8P 4B3",352,43.255604,-79.885747,3.6,12.0,3.0,1.0
H.A.A.A. Park,AMO Gelato Caffe,Coffee Shop,"171 Locke St N, Hamilton ON L8R 3B1",328,43.255574,-79.885417,3.2,8.0,1.0,3.0
H.A.A.A. Park,Scottish Rite,Arts and Entertainment,"4 Queen St S, Hamilton ON L8P 3R3",593,43.259057,-79.879423,4.0,8.0,2.0,19.0
H.A.A.A. Park,La Luna Restaurant Downtown,Lebanese Restaurant,"306 King St W (at Queen St), Hamilton ON L8P 1B1",653,43.259414,-79.878417,4.3,35.0,15.0,8.0
H.A.A.A. Park,Hess Village,Neighborhood,Hamilton ON,605,43.258514,-79.877755,4.0,18.0,3.0,9.0
H.A.A.A. Park,Smoke's Poutinerie,Fast Food Restaurant,"112 George St (at Queen St. S.), Hamilton ON L8P 1E2",551,43.258502,-79.878634,3.7,58.0,20.0,36.0
H.A.A.A. Park,Sundra,Gift Store,"195 Locke St N, Hamilton ON L8R 3B1",328,43.25517,-79.88558,,,,
H.A.A.A. Park,Ark + Anchor,Coffee Shop,"300 King St W, Hamilton ON L8P 1B1",663,43.259332,-79.878032,4.0,11.0,2.0,13.0
H.A.A.A. Park,Coop Wicked Chicken Hamilton,Fried Chicken Joint,"274 King St W (Hess St), Hamilton ON L8P 1J6",678,43.259271,-79.877373,4.0,9.0,2.0,6.0
H.A.A.A. Park,Coop Hamilton,Fried Chicken Joint,"274 King St W, Hamilton ON L8P 1J6",673,43.259153,-79.877446,3.9,13.0,2.0,7.0
H.A.A.A. Park,Shoppers Drug Mart,Drugstore,"113 Herkimer St (at Caroline St. S), Hamilton ON L8P 2G8",501,43.250249,-79.879044,3.2,1.0,1.0,
H.A.A.A. Park,Cake and Loaf Bakery,Bakery,"321 Dundurn St S (Dundurn Street South), Hamilton ON L8P 2M5",858,43.251924,-79.892124,4.4,40.0,15.0,23.0
Hunter at Hess,Hess Village,Neighborhood,Hamilton ON,360,43.258514,-79.877755,4.0,18.0,3.0,9.0
Hunter at Hess,Smoke's Poutinerie,Fast Food Restaurant,"112 George St (at Queen St. S.), Hamilton ON L8P 1E2",337,43.258502,-79.878634,3.7,58.0,20.0,36.0
Hunter at Hess,La Luna Restaurant Downtown,Lebanese Restaurant,"306 King St W (at Queen St), Hamilton ON L8P 1B1",447,43.259414,-79.878417,4.3,35.0,15.0,8.0
Hunter at Hess,Scottish Rite,Arts and Entertainment,"4 Queen St S, Hamilton ON L8P 3R3",412,43.259057,-79.879423,4.0,8.0,2.0,19.0
Hunter at Hess,Durand Coffee,Café,"142 Charlton Ave W (Caroline St S.), Hamilton ON L8P 2C7",429,43.251543,-79.878939,4.0,8.0,4.0,19.0
Hunter at Hess,Ark + Anchor,Coffee Shop,"300 King St W, Hamilton ON L8P 1B1",446,43.259332,-79.878032,4.0,11.0,2.0,13.0
Hunter at Hess,Coop Wicked Chicken Hamilton,Fried Chicken Joint,"274 King St W (Hess St), Hamilton ON L8P 1J6",441,43.259271,-79.877373,4.0,9.0,2.0,6.0
Hunter at Hess,Queen's Pizza & Wings,Pizzeria,"178 Queen St S (at Duke St.), Hamilton ON L8P 3S7",264,43.253876,-79.881327,3.2,11.0,6.0,2.0
Hunter at Hess,Coop Hamilton,Fried Chicken Joint,"274 King St W, Hamilton ON L8P 1J6",436,43.259153,-79.877446,3.9,13.0,2.0,7.0
Hunter at Hess,Starbucks,Coffee Shop,"158 Locke St S (at Bold St), Hamilton ON L8P 4A9",537,43.256119,-79.885602,4.0,56.0,20.0,45.0
Hunter at Hess,Whitehern Historic House and Garden,Museum,"41 Jackson St W, Hamilton ON L8P 1L3",564,43.254593,-79.87211,4.0,8.0,4.0,46.0
Hunter at Hess,Ryerson middle school,Middle School,"222 Robinson St, Hamilton ON L8P 1Z9",320,43.253408,-79.882315,,,,
Hunter at Hess,Bitten,Bakery,"219 Locke St S, Hamilton ON L8P 4B6",592,43.254303,-79.885943,3.8,11.0,3.0,11.0
Hunter at Hess,The Burnt Tongue,Soup Spot,"182 Locke St S (Pine St.), Hamilton ON L8P 4B3",556,43.255604,-79.885747,3.6,12.0,3.0,1.0
Hunter at Hess,One Duke Restaurant & Lounge,American Restaurant,"1 Duke St (at James St. South), Hamilton ON L8P 1W9",694,43.251462,-79.872017,4.3,46.0,20.0,154.0
Hunter at Hess,West Town Bar & Grill,Bar,"214 Locke St S, Hamilton ON L8P 4B4",595,43.254502,-79.886256,3.7,53.0,11.0,38.0
Hunter at Hess,Earth to Table Bread Bar,Bakery,"258 Locke St S (Herkimer St.), Hamilton ON L8P 4B9",718,43.252827,-79.886945,4.3,183.0,66.0,85.0
Hunter at Hess,Donut Monster,Bagel Shop,"246 Locke St S, Hamilton ON L8P 4B9",665,43.253231,-79.886782,3.8,30.0,6.0,9.0
Hunter at Hess,Democracy,Coffee Shop,"202 Locke St S (Tuckett St.), Hamilton ON L8P 4B4",586,43.254848,-79.886129,3.4,47.0,7.0,24.0
Hunter at Hess,AMO Gelato Caffe,Coffee Shop,"171 Locke St N, Hamilton ON L8R 3B1",524,43.255574,-79.885417,3.2,8.0,1.0,3.0
Dunsmure at Sherman - ERI10,Shoppers Drug Mart,Drugstore,"753 Main St E, Hamilton ON L8M 1L2",199,43.247766,-79.839359,3.8,14.0,2.0,
Dunsmure at Sherman - ERI10,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",341,43.251372,-79.835377,3.9,8.0,,13.0
Dunsmure at Sherman - ERI10,Lakeside Insurance & Financial,Insurance Agency,"957 King St E, Hamilton ON L8M 1C3",307,43.251381,-79.835982,,,,
Dunsmure at Sherman - ERI10,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",559,43.245768,-79.834063,3.6,6.0,1.0,1.0
Dunsmure at Sherman - ERI10,Main Optical,Optometrist,"826 Main St E (Ashford), Hamilton ON L8M 1L6",337,43.246617,-79.836848,,,,
Dunsmure at Sherman - ERI10,Maya Retreat Salon and Spa,Hair Salon,"975 King St E, Hamilton ON L8M 1C3",359,43.251372,-79.835377,,,,
Dunsmure at Sherman - ERI10,Staropolskie Delikatacy,Gourmet Store,"711 Barton St E (St olga and barton st), Hamilton ON L8L 3A7",381,43.256157,-79.834236,,,,
Dunsmure at Sherman - ERI10,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",756,43.252327,-79.830949,4.0,81.0,35.0,282.0
Dunsmure at Sherman - ERI10,Tim Hortons,"Cafe, Coffee, and Tea House","799 Barton St E (Lottridge), Hamilton ON L8L 3B2",976,43.255221,-79.829674,3.9,15.0,0.0,4.0
Dunsmure at Sherman - ERI10,Tim Hortons,"Cafe, Coffee, and Tea House","505 Cannon St E (Sanford Ave N), Hamilton ON L8L 2E6",786,43.255384,-79.844306,3.4,18.0,6.0,4.0
Dunsmure at Sherman - ERI10,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",621,43.245347,-79.833714,,,,
Dunsmure at Sherman - ERI10,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",843,43.247646,-79.828538,3.4,8.0,4.0,4.0
Dunsmure at Sherman - ERI10,DeRosa Bakery and Restaurant,Deli,"71 Sanford Ave N, Hamilton ON L8L 5Y9",706,43.253411,-79.845967,,,,
Dunsmure at Sherman - ERI10,Park Furniture,Furniture and Home Store,"70 Sanford Ave N, Hamilton ON L8L 5Y9",710,43.253422,-79.845088,,,,
Dunsmure at Sherman - ERI10,City Pizza & Wings,Pizzeria,"581 Main St E, Hamilton ON L8M 1H9",719,43.25004,-79.847623,,,,
Dunsmure at Sherman - ERI10,Beautiful Bathrooms & Kitchens,Bathroom Contractor,"318 Cumberland Ave, Hamilton ON L8M 2A1",747,43.242511,-79.838613,,,,
Dunsmure at Sherman - ERI10,Macy's Food Market,Convenience Store,"511 Cannon St E, Hamilton ON L8L 2E6",756,43.25505,-79.843554,,,,
Dunsmure at Sherman - ERI10,Zak's,Bar,"632 Barton St E (Chestnut), Hamilton ON L8L 2Z9",773,43.256908,-79.838303,,,,
Dunsmure at Sherman - ERI10,Caribbean Vibe,Restaurant,"1127 King St E, Hamilton ON L8M 1E5",779,43.248459,-79.829602,,,,
Dunsmure at Sherman - ERI10,Tim Hortons,"Cafe, Coffee, and Tea House","503 Main St E (Wentworth St S), Hamilton ON L8N 1K8",890,43.250761,-79.849878,3.1,8.0,1.0,2.0
King at Dunsmure - ERI09,Hi-Line Centre Pizza & Wings,Pizzeria,"1150 King St E (Gage), Hamilton ON L8M 1E8",234,43.247646,-79.828538,3.4,8.0,4.0,4.0
King at Dunsmure - ERI09,Gage Park Manor,Real Estate Agency,"222 Gage Ave S (At Main St.), Hamilton ON L8M 3M4",520,43.241353,-79.831836,4.2,62.0,14.0,173.0
King at Dunsmure - ERI09,McDonald's,Burger Joint,"1268 King St E (at Main St E), Hamilton ON L8M 1G8",229,43.244575,-79.825565,2.9,28.0,4.0,15.0
King at Dunsmure - ERI09,Pizza Pizza,Pizzeria,"1296 King St E, Hamilton ON L8M 1G8",319,43.243909,-79.824758,3.1,1.0,0.0,2.0
King at Dunsmure - ERI09,Tim Hortons,"Cafe, Coffee, and Tea House","888 Main St E (Melrose Ave), Hamilton ON L8M 1M3",581,43.245768,-79.834063,3.6,6.0,1.0,1.0
King at Dunsmure - ERI09,Tim Hortons,"Cafe, Coffee, and Tea House","64 Melrose Ave N (Cannon St E), Hamilton ON L8L 0C3",693,43.252327,-79.830949,4.0,81.0,35.0,282.0
King at Dunsmure - ERI09,Dollarama,Discount Store,"1124 Main St E, Hamilton ON L8M 1N9",505,43.24296,-79.822559,3.3,0.0,,
King at Dunsmure - ERI09,Cannon Coffee Co,Café,"179 Ottawa St N (Cannon Street), Hamilton ON L8H 3Z4",753,43.24768,-79.817882,4.4,68.0,26.0,120.0
King at Dunsmure - ERI09,Hambrgr,Bar,"207 Ottawa St N, Hamilton ON L8H 3Z4",784,43.248363,-79.817719,4.3,27.0,5.0,5.0
King at Dunsmure - ERI09,Tim Hortons,"Cafe, Coffee, and Tea House","65 Ottawa St N (Dunsmure Rd.), Hamilton ON L8H 3Y9",656,43.24461,-79.819267,3.4,20.0,4.0,40.0
King at Dunsmure - ERI09,Ranko's Meats & Delicatessens,Butcher,"1111 Cannon St E, Hamilton ON L8L 2J5",475,43.248442,-79.82107,,,,
King at Dunsmure - ERI09,Buddys Roadhouse,Restaurant,"1360 King St E, Hamilton ON L8M 1H5",705,43.240965,-79.822316,3.4,9.0,2.0,17.0
King at Dunsmure - ERI09,Cafe Limoncello,Italian Restaurant,"226 Ottawa St N, Hamilton ON L8H 3Z6",842,43.248751,-79.817042,3.8,15.0,5.0,24.0
King at Dunsmure - ERI09,Vintage Coffee Roasters,Café,"977 King St E (Barnesdale), Hamilton ON L8M 1C3",890,43.251372,-79.835377,3.9,8.0,,13.0
King at Dunsmure - ERI09,Jason's DJ Service,,"159 Prospect St S, Hamilton ON L8M 2Z5",561,43.245347,-79.833714,,,,
King at Dunsmure - ERI09,Black Sheep Snack Bar,Professional Cleaning Service,"187 Ottawa St N (Cannon), Hamilton ON L8H 3Z4",756,43.247739,-79.817846,3.2,9.0,3.0,17.0
King at Dunsmure - ERI09,Tbar Unique Designs,Jewelry Store,"67 Balmoral Ave S (king street), Hamilton ON L8M 3K1",663,43.24132,-79.822793,,,,
King at Dunsmure - ERI09,Prouse Pottery & Soap,Arts and Crafts Store,"116 Ottawa St N (at Roxborough Ave), Hamilton ON L8H 3Z1",682,43.245754,-79.818208,,,,
King at Dunsmure - ERI09,Tim Hortons,Restaurant,"954 Barton St E, Hamilton ON L8L 3C5",797,43.252714,-79.822252,3.2,0.0,0.0,1.0
King at Dunsmure - ERI09,Little Mississippi Trails & Campground,Campground,"98 Thaeter Lane, Bancroft ON K0L 1C0",688,43.250951,-79.821167,,,,
Locke at Napier,Mustard Seed Coop,Home Improvement Service,"460 York Blvd, Hamilton ON L8R 3J8",373,43.266122,-79.882104,3.6,11.0,2.0,2.0
Locke at Napier,La Luna Restaurant Downtown,Lebanese Restaurant,"306 King St W (at Queen St), Hamilton ON L8P 1B1",508,43.259414,-79.878417,4.3,35.0,15.0,8.0
Locke at Napier,Pizza Hut,Pizzeria,"610 King St W (Dundurn), Hamilton ON L8P 1C2",300,43.262051,-79.886283,3.2,1.0,,6.0
Locke at Napier,Scottish Rite,Arts and Entertainment,"4 Queen St S, Hamilton ON L8P 3R3",494,43.259057,-79.879423,4.0,8.0,2.0,19.0
Locke at Napier,Ark + Anchor,Coffee Shop,"300 King St W, Hamilton ON L8P 1B1",532,43.259332,-79.878032,4.0,11.0,2.0,13.0
Locke at Napier,Tim Hortons,"Cafe, Coffee, and Tea House","620 King St W (Dundurn St), Hamilton ON L8P 1C2",385,43.262695,-79.887366,3.4,22.0,,1.0
Locke at Napier,Coop Wicked Chicken Hamilton,Fried Chicken Joint,"274 King St W (Hess St), Hamilton ON L8P 1J6",586,43.259271,-79.877373,4.0,9.0,2.0,6.0
Locke at Napier,Coop Hamilton,Fried Chicken Joint,"274 King St W, Hamilton ON L8P 1J6",586,43.259153,-79.877446,3.9,13.0,2.0,7.0
Locke at Napier,Hess Village,Neighborhood,Hamilton ON,639,43.258514,-79.877755,4.0,18.0,3.0,9.0
Locke at Napier,Smoke's Poutinerie,Fast Food Restaurant,"112 George St (at Queen St. S.), Hamilton ON L8P 1E2",588,43.258502,-79.878634,3.7,58.0,20.0,36.0
Locke at Napier,Dundurn Castle,History Museum,"610 York Blvd, Hamilton ON L8R 3H1",767,43.26944,-79.88468,4.2,54.0,11.0,74.0
Locke at Napier,Tim Hortons,"Cafe, Coffee, and Tea House","443 Main St W, Hamilton ON L8P 1K5",553,43.259326,-79.887537,3.4,4.0,,3.0
Locke at Napier,Wimpy's Diner,Diner,"405 Main St W, Hamilton ON L8P 1K5",507,43.258976,-79.886272,3.2,32.0,13.0,36.0
